node_id,node_label,node_type,module_id,module_size,x,y
GO:0042908,xenobiotic transport,Informative GO term,GO:0006810,8,9.718349062936168,-0.6816509370638317
GO:0048489,synaptic vesicle transport,Informative GO term,GO:0006810,8,10.4,-0.964
GO:0051180,vitamin transport,Informative GO term,GO:0006810,8,11.081650937063833,-0.681650937063832
GO:0070633,transepithelial transport,Informative GO term,GO:0006810,8,11.364,-2.3611190287560967e-16
GO:0072348,sulfur compound transport,Informative GO term,GO:0006810,8,11.081650937063833,0.6816509370638316
GO:0002931,response to ischemia,Informative GO term,GO:0006950,4,26,-17.508
GO:0009409,response to cold,Informative GO term,GO:0006950,4,25.108,-18.4
GO:0035902,response to immobilization stress,Informative GO term,GO:0006950,4,26,-19.291999999999998
GO:0097501,stress response to metal ion,Informative GO term,GO:0006950,4,26.892,-18.4
GO:0007030,Golgi organization,Informative GO term,GO:0006996,4,31.200000000000003,-17.508
GO:0007031,peroxisome organization,Informative GO term,GO:0006996,4,30.308000000000003,-18.4
GO:0034389,lipid droplet organization,Informative GO term,GO:0006996,4,31.200000000000003,-19.291999999999998
GO:0090382,phagosome maturation,Informative GO term,GO:0006996,4,32.092000000000006,-18.4
GO:0007219,Notch signaling pathway,Informative GO term,GO:0007166,7,5.79257935996698e-17,-3.654
GO:0007224,smoothened signaling pathway,Informative GO term,GO:0007166,7,-0.739612582414756,-4.010178647441638
GO:0007229,integrin-mediated signaling pathway,Informative GO term,GO:0007166,7,-0.9222818049240051,-4.810504803522673
GO:0031663,lipopolysaccharide-mediated signaling pathway,Informative GO term,GO:0007166,7,-0.41045401720521013,-5.452316549035688
GO:0035590,purinergic nucleotide receptor signaling pathway,Informative GO term,GO:0007166,7,0.4104540172052098,-5.452316549035688
GO:0038179,neurotrophin signaling pathway,Informative GO term,GO:0007166,7,0.922281804924005,-4.810504803522673
GO:0071526,semaphorin-plexin signaling pathway,Informative GO term,GO:0007166,7,0.7396125824147564,-4.010178647441638
GO:0008286,insulin receptor signaling pathway,Informative GO term,GO:0007169,8,15.600000000000001,0.964
GO:0008543,fibroblast growth factor receptor signaling pathway,Informative GO term,GO:0007169,8,14.91834906293617,0.6816509370638318
GO:0038084,vascular endothelial growth factor signaling pathway,Informative GO term,GO:0007169,8,14.636000000000001,1.1805595143780483e-16
GO:0048008,platelet-derived growth factor receptor signaling pathway,Informative GO term,GO:0007169,8,14.91834906293617,-0.6816509370638317
GO:0048009,insulin-like growth factor receptor signaling pathway,Informative GO term,GO:0007169,8,15.600000000000001,-0.964
GO:0048010,vascular endothelial growth factor receptor signaling pathway,Informative GO term,GO:0007169,8,16.281650937063834,-0.681650937063832
GO:0048013,ephrin receptor signaling pathway,Informative GO term,GO:0007169,8,16.564,-2.3611190287560967e-16
GO:0060396,growth hormone receptor signaling pathway,Informative GO term,GO:0007169,8,16.281650937063834,0.6816509370638316
GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",Informative GO term,GO:0007186,7,5.2,-3.654
GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,Informative GO term,GO:0007186,7,4.4603874175852445,-4.010178647441638
GO:0007212,G protein-coupled dopamine receptor signaling pathway,Informative GO term,GO:0007186,7,4.277718195075995,-4.810504803522673
GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,Informative GO term,GO:0007186,7,4.78954598279479,-5.452316549035688
GO:0007218,neuropeptide signaling pathway,Informative GO term,GO:0007186,7,5.61045401720521,-5.452316549035688
GO:0070098,chemokine-mediated signaling pathway,Informative GO term,GO:0007186,7,6.122281804924005,-4.810504803522673
GO:0071875,adrenergic receptor signaling pathway,Informative GO term,GO:0007186,7,5.939612582414757,-4.010178647441638
GO:0007271,"synaptic transmission, cholinergic",Informative GO term,GO:0007268,4,36.4,-17.508
GO:0007274,neuromuscular synaptic transmission,Informative GO term,GO:0007268,4,35.507999999999996,-18.4
GO:0035249,"synaptic transmission, glutamatergic",Informative GO term,GO:0007268,4,36.4,-19.291999999999998
GO:0051932,"synaptic transmission, GABAergic",Informative GO term,GO:0007268,4,37.292,-18.4
GO:0006081,aldehyde metabolic process,Informative GO term,GO:0008152,5,5.2,-8.29
GO:0019748,secondary metabolic process,Informative GO term,GO:0008152,5,4.334538570171411,-8.918794535118797
GO:0042430,indole-containing compound metabolic process,Informative GO term,GO:0008152,5,4.66511542041385,-9.936205464881201
GO:0045730,respiratory burst,Informative GO term,GO:0008152,5,5.734884579586151,-9.936205464881201
GO:0050435,amyloid-beta metabolic process,Informative GO term,GO:0008152,5,6.06546142982859,-8.918794535118797
GO:0030574,collagen catabolic process,Informative GO term,GO:0009056,5,10.4,-8.29
GO:0042178,xenobiotic catabolic process,Informative GO term,GO:0009056,5,9.53453857017141,-8.918794535118797
GO:0042219,modified amino acid catabolic process,Informative GO term,GO:0009056,5,9.865115420413849,-9.936205464881201
GO:0043171,peptide catabolic process,Informative GO term,GO:0009056,5,10.93488457958615,-9.936205464881201
GO:0044273,sulfur compound catabolic process,Informative GO term,GO:0009056,5,11.26546142982859,-8.918794535118797
GO:0046033,AMP metabolic process,Informative GO term,GO:0009150,5,15.600000000000001,-8.29
GO:0046037,GMP metabolic process,Informative GO term,GO:0009150,5,14.734538570171411,-8.918794535118797
GO:0046039,GTP metabolic process,Informative GO term,GO:0009150,5,15.06511542041385,-9.936205464881201
GO:0046058,cAMP metabolic process,Informative GO term,GO:0009150,5,16.134884579586153,-9.936205464881201
GO:0046068,cGMP metabolic process,Informative GO term,GO:0009150,5,16.46546142982859,-8.918794535118797
GO:0034698,response to gonadotropin,Informative GO term,GO:0009725,4,5.461924724197195e-17,-22.108
GO:0043627,response to estrogen,Informative GO term,GO:0009725,4,-0.8919999999999999,-23
GO:0044321,response to leptin,Informative GO term,GO:0009725,4,-1.6385774172591584e-16,-23.892
GO:0097066,response to thyroid hormone,Informative GO term,GO:0009725,4,0.8919999999999999,-23
GO:0010640,regulation of platelet-derived growth factor receptor signaling pathway,Informative GO term,GO:0009966,7,10.4,-3.654
GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,Informative GO term,GO:0009966,7,9.660387417585245,-4.010178647441638
GO:0031664,regulation of lipopolysaccharide-mediated signaling pathway,Informative GO term,GO:0009966,7,9.477718195075996,-4.810504803522673
GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,Informative GO term,GO:0009966,7,9.989545982794791,-5.452316549035688
GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,Informative GO term,GO:0009966,7,10.81045401720521,-5.452316549035688
GO:1900746,regulation of vascular endothelial growth factor signaling pathway,Informative GO term,GO:0009966,7,11.322281804924005,-4.810504803522673
GO:2001044,regulation of integrin-mediated signaling pathway,Informative GO term,GO:0009966,7,11.139612582414756,-4.010178647441638
GO:0001961,positive regulation of cytokine-mediated signaling pathway,Informative GO term,GO:0009967,7,15.600000000000001,-3.654
GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,Informative GO term,GO:0009967,7,14.860387417585246,-4.010178647441638
GO:0045747,positive regulation of Notch signaling pathway,Informative GO term,GO:0009967,7,14.677718195075997,-4.810504803522673
GO:0045880,positive regulation of smoothened signaling pathway,Informative GO term,GO:0009967,7,15.189545982794792,-5.452316549035688
GO:0046628,positive regulation of insulin receptor signaling pathway,Informative GO term,GO:0009967,7,16.010454017205213,-5.452316549035688
GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,Informative GO term,GO:0009967,7,16.522281804924006,-4.810504803522673
GO:2000463,positive regulation of excitatory postsynaptic potential,Informative GO term,GO:0009967,7,16.33961258241476,-4.010178647441638
GO:0034122,negative regulation of toll-like receptor signaling pathway,Informative GO term,GO:0009968,5,20.8,-8.29
GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,Informative GO term,GO:0009968,5,19.934538570171412,-8.918794535118797
GO:0045746,negative regulation of Notch signaling pathway,Informative GO term,GO:0009968,5,20.26511542041385,-9.936205464881201
GO:0045879,negative regulation of smoothened signaling pathway,Informative GO term,GO:0009968,5,21.334884579586152,-9.936205464881201
GO:0046627,negative regulation of insulin receptor signaling pathway,Informative GO term,GO:0009968,5,21.66546142982859,-8.918794535118797
GO:0006896,Golgi to vacuole transport,Informative GO term,GO:0010496,5,26,-8.29
GO:0008333,endosome to lysosome transport,Informative GO term,GO:0010496,5,25.13453857017141,-8.918794535118797
GO:0042147,"retrograde transport, endosome to Golgi",Informative GO term,GO:0010496,5,25.46511542041385,-9.936205464881201
GO:0051209,release of sequestered calcium ion into cytosol,Informative GO term,GO:0010496,5,26.53488457958615,-9.936205464881201
GO:1902774,late endosome to lysosome transport,Informative GO term,GO:0010496,5,26.86546142982859,-8.918794535118797
GO:0000423,mitophagy,Informative GO term,GO:0016236,5,31.200000000000003,-8.29
GO:0044804,nucleophagy,Informative GO term,GO:0016236,5,30.334538570171414,-8.918794535118797
GO:0061709,reticulophagy,Informative GO term,GO:0016236,5,30.66511542041385,-9.936205464881201
GO:0061909,autophagosome-lysosome fusion,Informative GO term,GO:0016236,5,31.734884579586154,-9.936205464881201
GO:0097352,autophagosome maturation,Informative GO term,GO:0016236,5,32.065461429828595,-8.918794535118797
GO:0000027,ribosomal large subunit assembly,Informative GO term,GO:0022618,4,5.2,-22.108
GO:0000028,ribosomal small subunit assembly,Informative GO term,GO:0022618,4,4.308,-23
GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),Informative GO term,GO:0022618,4,5.2,-23.892
GO:0006376,mRNA splice site recognition,Informative GO term,GO:0022618,4,6.0920000000000005,-23
GO:0006879,intracellular iron ion homeostasis,Informative GO term,GO:0030003,4,10.4,-22.108
GO:0006882,intracellular zinc ion homeostasis,Informative GO term,GO:0030003,4,9.508000000000001,-23
GO:0006883,intracellular sodium ion homeostasis,Informative GO term,GO:0030003,4,10.4,-23.892
GO:0030007,intracellular potassium ion homeostasis,Informative GO term,GO:0030003,4,11.292,-23
GO:0001570,vasculogenesis,Informative GO term,GO:0030154,8,20.8,0.964
GO:0001649,osteoblast differentiation,Informative GO term,GO:0030154,8,20.11834906293617,0.6816509370638318
GO:0002062,chondrocyte differentiation,Informative GO term,GO:0030154,8,19.836000000000002,1.1805595143780483e-16
GO:0002244,hematopoietic progenitor cell differentiation,Informative GO term,GO:0030154,8,20.11834906293617,-0.6816509370638317
GO:0035987,endodermal cell differentiation,Informative GO term,GO:0030154,8,20.8,-0.964
GO:0045444,fat cell differentiation,Informative GO term,GO:0030154,8,21.481650937063833,-0.681650937063832
GO:0045445,myoblast differentiation,Informative GO term,GO:0030154,8,21.764,-2.3611190287560967e-16
GO:0050931,pigment cell differentiation,Informative GO term,GO:0030154,8,21.481650937063833,0.6816509370638316
GO:0019827,stem cell population maintenance,Informative GO term,GO:0032501,7,20.8,-3.654
GO:0031424,keratinization,Informative GO term,GO:0032501,7,20.060387417585243,-4.010178647441638
GO:0034381,plasma lipoprotein particle clearance,Informative GO term,GO:0032501,7,19.877718195075996,-4.810504803522673
GO:0035265,organ growth,Informative GO term,GO:0032501,7,20.38954598279479,-5.452316549035688
GO:0045056,transcytosis,Informative GO term,GO:0032501,7,21.210454017205212,-5.452316549035688
GO:0045494,photoreceptor cell maintenance,Informative GO term,GO:0032501,7,21.722281804924005,-4.810504803522673
GO:0097242,amyloid-beta clearance,Informative GO term,GO:0032501,7,21.539612582414758,-4.010178647441638
GO:0034605,cellular response to heat,Informative GO term,GO:0033554,4,15.600000000000001,-22.108
GO:0043555,regulation of translation in response to stress,Informative GO term,GO:0033554,4,14.708000000000002,-23
GO:0071456,cellular response to hypoxia,Informative GO term,GO:0033554,4,15.600000000000001,-23.892
GO:0090398,cellular senescence,Informative GO term,GO:0033554,4,16.492,-23
GO:0006984,ER-nucleus signaling pathway,Informative GO term,GO:0035556,5,36.4,-8.29
GO:0030968,endoplasmic reticulum unfolded protein response,Informative GO term,GO:0035556,5,35.53453857017141,-8.918794535118797
GO:0031929,TOR signaling,Informative GO term,GO:0035556,5,35.86511542041385,-9.936205464881201
GO:0035329,hippo signaling,Informative GO term,GO:0035556,5,36.93488457958615,-9.936205464881201
GO:0048015,phosphatidylinositol-mediated signaling,Informative GO term,GO:0035556,5,37.26546142982859,-8.918794535118797
GO:0035094,response to nicotine,Informative GO term,GO:0042221,5,5.572142936120457e-17,-12.889999999999999
GO:0036503,ERAD pathway,Informative GO term,GO:0042221,5,-0.8654614298285896,-13.518794535118797
GO:0046677,response to antibiotic,Informative GO term,GO:0042221,5,-0.5348845795861507,-14.536205464881201
GO:0046685,response to arsenic-containing substance,Informative GO term,GO:0042221,5,0.5348845795861503,-14.536205464881201
GO:1902074,response to salt,Informative GO term,GO:0042221,5,0.8654614298285898,-13.518794535118797
GO:0010661,positive regulation of muscle cell apoptotic process,Informative GO term,GO:0043065,4,20.8,-22.108
GO:0043525,positive regulation of neuron apoptotic process,Informative GO term,GO:0043065,4,19.908,-23
GO:2000108,positive regulation of leukocyte apoptotic process,Informative GO term,GO:0043065,4,20.8,-23.892
GO:2000353,positive regulation of endothelial cell apoptotic process,Informative GO term,GO:0043065,4,21.692,-23
GO:0043406,positive regulation of MAP kinase activity,Informative GO term,GO:0043410,4,26,-22.108
GO:0046330,positive regulation of JNK cascade,Informative GO term,GO:0043410,4,25.108,-23
GO:0070374,positive regulation of ERK1 and ERK2 cascade,Informative GO term,GO:0043410,4,26,-23.892
GO:1900745,positive regulation of p38MAPK cascade,Informative GO term,GO:0043410,4,26.892,-23
GO:0002227,innate immune response in mucosa,Informative GO term,GO:0045087,6,36.4,-3.6719999999999997
GO:0002323,natural killer cell activation involved in immune response,Informative GO term,GO:0045087,6,35.59632842528804,-4.135999999999999
GO:0046597,host-mediated suppression of symbiont invasion,Informative GO term,GO:0045087,6,35.59632842528804,-5.063999999999999
GO:0061760,antifungal innate immune response,Informative GO term,GO:0045087,6,36.4,-5.528
GO:0140367,antibacterial innate immune response,Informative GO term,GO:0045087,6,37.203671574711954,-5.064
GO:0140374,antiviral innate immune response,Informative GO term,GO:0045087,6,37.203671574711954,-4.135999999999999
GO:0001708,cell fate specification,Informative GO term,GO:0045165,4,31.200000000000003,-22.108
GO:0001709,cell fate determination,Informative GO term,GO:0045165,4,30.308000000000003,-23
GO:0002360,T cell lineage commitment,Informative GO term,GO:0045165,4,31.200000000000003,-23.892
GO:0048663,neuron fate commitment,Informative GO term,GO:0045165,4,32.092000000000006,-23
GO:0032330,regulation of chondrocyte differentiation,Informative GO term,GO:0045595,5,5.2,-12.889999999999999
GO:1901532,regulation of hematopoietic progenitor cell differentiation,Informative GO term,GO:0045595,5,4.334538570171411,-13.518794535118797
GO:1905207,regulation of cardiocyte differentiation,Informative GO term,GO:0045595,5,4.66511542041385,-14.536205464881201
GO:2000736,regulation of stem cell differentiation,Informative GO term,GO:0045595,5,5.734884579586151,-14.536205464881201
GO:2001014,regulation of skeletal muscle cell differentiation,Informative GO term,GO:0045595,5,6.06546142982859,-13.518794535118797
GO:0030857,negative regulation of epithelial cell differentiation,Informative GO term,GO:0045596,5,10.4,-12.889999999999999
GO:0045599,negative regulation of fat cell differentiation,Informative GO term,GO:0045596,5,9.53453857017141,-13.518794535118797
GO:0045662,negative regulation of myoblast differentiation,Informative GO term,GO:0045596,5,9.865115420413849,-14.536205464881201
GO:0045665,negative regulation of neuron differentiation,Informative GO term,GO:0045596,5,10.93488457958615,-14.536205464881201
GO:0045668,negative regulation of osteoblast differentiation,Informative GO term,GO:0045596,5,11.26546142982859,-13.518794535118797
GO:0010744,positive regulation of macrophage derived foam cell differentiation,Informative GO term,GO:0045597,5,15.600000000000001,-12.889999999999999
GO:0045600,positive regulation of fat cell differentiation,Informative GO term,GO:0045597,5,14.734538570171411,-13.518794535118797
GO:0045663,positive regulation of myoblast differentiation,Informative GO term,GO:0045597,5,15.06511542041385,-14.536205464881201
GO:0045666,positive regulation of neuron differentiation,Informative GO term,GO:0045597,5,16.134884579586153,-14.536205464881201
GO:0045669,positive regulation of osteoblast differentiation,Informative GO term,GO:0045597,5,16.46546142982859,-13.518794535118797
GO:0009074,aromatic amino acid catabolic process,Informative GO term,GO:0046395,4,36.4,-22.108
GO:0009083,branched-chain amino acid catabolic process,Informative GO term,GO:0046395,4,35.507999999999996,-23
GO:0043649,dicarboxylic acid catabolic process,Informative GO term,GO:0046395,4,36.4,-23.892
GO:0170035,L-amino acid catabolic process,Informative GO term,GO:0046395,4,37.292,-23
GO:0006506,GPI anchor biosynthetic process,Informative GO term,GO:0046474,4,5.461924724197195e-17,-26.708
GO:0006654,phosphatidic acid biosynthetic process,Informative GO term,GO:0046474,4,-0.8919999999999999,-27.599999999999998
GO:0006656,phosphatidylcholine biosynthetic process,Informative GO term,GO:0046474,4,-1.6385774172591584e-16,-28.491999999999997
GO:0006661,phosphatidylinositol biosynthetic process,Informative GO term,GO:0046474,4,0.8919999999999999,-27.599999999999998
GO:0030324,lung development,Informative GO term,GO:0048513,4,5.2,-26.708
GO:0048534,hematopoietic or lymphoid organ development,Informative GO term,GO:0048513,4,4.308,-27.599999999999998
GO:0048806,genitalia development,Informative GO term,GO:0048513,4,5.2,-28.491999999999997
GO:0060612,adipose tissue development,Informative GO term,GO:0048513,4,6.0920000000000005,-27.599999999999998
GO:0008038,neuron recognition,Informative GO term,GO:0048666,4,10.4,-26.708
GO:0042461,photoreceptor cell development,Informative GO term,GO:0048666,4,9.508000000000001,-27.599999999999998
GO:0042551,neuron maturation,Informative GO term,GO:0048666,4,10.4,-28.491999999999997
GO:0060119,inner ear receptor cell development,Informative GO term,GO:0048666,4,11.292,-27.599999999999998
GO:0032228,"regulation of synaptic transmission, GABAergic",Informative GO term,GO:0050804,5,20.8,-12.889999999999999
GO:0050805,negative regulation of synaptic transmission,Informative GO term,GO:0050804,5,19.934538570171412,-13.518794535118797
GO:0099170,postsynaptic modulation of chemical synaptic transmission,Informative GO term,GO:0050804,5,20.26511542041385,-14.536205464881201
GO:0099171,presynaptic modulation of chemical synaptic transmission,Informative GO term,GO:0050804,5,21.334884579586152,-14.536205464881201
GO:0099550,"trans-synaptic signaling, modulating synaptic transmission",Informative GO term,GO:0050804,5,21.66546142982859,-13.518794535118797
GO:0031340,positive regulation of vesicle fusion,Informative GO term,GO:0051050,4,15.600000000000001,-26.708
GO:0032892,positive regulation of organic acid transport,Informative GO term,GO:0051050,4,14.708000000000002,-27.599999999999998
GO:0051590,positive regulation of neurotransmitter transport,Informative GO term,GO:0051050,4,15.600000000000001,-28.491999999999997
GO:0051954,positive regulation of amine transport,Informative GO term,GO:0051050,4,16.492,-27.599999999999998
GO:0010984,regulation of lipoprotein particle clearance,Informative GO term,GO:0051239,4,20.8,-26.708
GO:0040014,regulation of multicellular organism growth,Informative GO term,GO:0051239,4,19.908,-27.599999999999998
GO:0042634,regulation of hair cycle,Informative GO term,GO:0051239,4,20.8,-28.491999999999997
GO:0060688,regulation of morphogenesis of a branching structure,Informative GO term,GO:0051239,4,21.692,-27.599999999999998
GO:0040019,positive regulation of embryonic development,Informative GO term,GO:0051240,7,26,-3.654
GO:0045618,positive regulation of keratinocyte differentiation,Informative GO term,GO:0051240,7,25.260387417585243,-4.010178647441638
GO:0045907,positive regulation of vasoconstriction,Informative GO term,GO:0051240,7,25.077718195075995,-4.810504803522673
