category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,mcf04015,Rap1 signaling pathway - Macaca fascicularis (crab-eating macaque),38/731,221/10949,0.17194570135746606,2.5754220029588177,6.328150434785956,5.5370526347086296e-8,1.620846316705617e-6,9.378548481755288e-7,102123462/102138724/101865181/101865297/102122323/102139229/102140615/102144714/102140172/101866377/107126428/102141214/102132043/101865168/102137291/102142026/102141609/102130114/102146984/101866246/101925060/101925220/102143086/102142941/101925108/101865530/102116992/102143464/101867161/102114934/102132302/102133830/102131761/102124166/102140481/102137242/102137533/102143429,38
Organismal Systems,Development and regeneration,mcf04380,Osteoclast differentiation - Macaca fascicularis (crab-eating macaque),27/731,136/10949,0.19852941176470587,2.973595799468898,6.194377924346964,2.4938093330168547e-7,6.691721710261893e-6,3.871967122315643e-6,101866070/102121272/101866179/102121794/102141214/102115744/102137291/102142026/102118497/101866246/101925060/101864901/102134477/102138221/101926317/102145584/102143464/101865389/102121325/102145713/102123175/102134473/102132302/102138947/102146604/101925182/102137250,27
Human Diseases,Infectious disease: bacterial,mcf05135,Yersinia infection - Macaca fascicularis (crab-eating macaque),27/731,142/10949,0.19014084507042253,2.8479509065335926,5.9282315658555325,6.176637030306537e-7,1.5299054798143884e-5,8.852346189184269e-6,101865181/102131974/102121272/102134164/102137950/102142497/102141214/101925550/101925068/102133054/102137291/102142026/102118497/101866246/102125035/101925060/101865406/102144774/102143464/102142532/102138249/102132302/102127879/102146604/102138330/101925562/101925595,27
Human Diseases,Cardiovascular disease,mcf05412,Arrhythmogenic right ventricular cardiomyopathy - Macaca fascicularis (crab-eating macaque),20/731,88/10949,0.22727272727272727,3.404116403432409,6.056267573334803,9.747425892772292e-7,2.2419079553376273e-5,1.297213821820072e-5,102130815/102116249/101865818/102116137/101865326/102140007/102146984/102132578/102131750/102134778/102116470/102145250/102141225/102141004/102117465/101926678/102132307/101925349/101925271/102143606,20
Cellular Processes,Transport and catabolism,mcf04144,Endocytosis - Macaca fascicularis (crab-eating macaque),39/731,257/10949,0.1517509727626459,2.2729430927198493,5.523180153263928,1.0686057973444434e-6,2.2939404449660715e-5,1.3273208851225718e-5,102138724/102145436/102123206/102146086/102129751/102134164/101865249/102123195/102120139/102142497/102133098/101865909/102126087/102135212/101866335/102129885/102125500/102117130/101865406/102143086/102132362/102128569/102141791/101864875/102124794/102144715/101925869/102114934/102136250/101865024/102135209/102136323/101866643/102138019/102127879/102116269/102118932/102134393/102141926,39
Organismal Systems,Immune system,mcf04660,T cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque),24/731,121/10949,0.19834710743801653,2.970865224813739,5.830672143421461,1.1743113177559068e-6,2.3633015269837626e-5,1.367454626597339e-5,102125438/101865181/101866070/101866329/102125257/102121272/102141214/102137291/101926197/102142026/102118497/101866246/102134477/101926525/102145584/102143464/101866132/102134473/102132302/102127082/102146604/102115437/102133910/102137250,24
Organismal Systems,Nervous system,mcf04727,GABAergic synapse - Macaca fascicularis (crab-eating macaque),20/731,90/10949,0.2222222222222222,3.3284693722450216,5.932530799634945,1.4236636671806861e-6,2.6965864754834174e-5,1.5603001182104114e-5,101925799/101866597/101866905/101926081/102131510/101925341/102141724/102130114/102121641/102118056/102131281/102120997/102133968/102127724/102116992/102139609/101866909/102131761/102117589/102117015,20
Organismal Systems,Endocrine system,mcf04919,Thyroid hormone signaling pathway - Macaca fascicularis (crab-eating macaque),24/731,123/10949,0.1951219512195122,2.922558473190751,5.735103176761548,1.5986925857928924e-6,2.8598834034739523e-5,1.65478706248738e-5,102116249/102140615/101866995/101925549/102130545/102141214/102137291/102142026/101865682/102115185/102146984/102122144/101866246/101925220/102135220/102142941/102116992/102143464/102136323/102146743/102124503/102128371/102115223/102124255,24
Human Diseases,Cancer: overview,mcf05205,Proteoglycans in cancer - Macaca fascicularis (crab-eating macaque),33/731,207/10949,0.15942028985507245,2.387814984436646,5.391595531509902,2.4087054969404352e-06,3.834334896473819e-5,2.2186246377112323e-5,102138724/102126681/101865181/101865297/102141270/102116249/102144714/101865745/101926602/102141214/102115744/101925550/102133054/101864805/102137291/102142026/102146984/101866246/102115052/102142941/101865530/102116992/102143464/101865389/101866144/101865352/102138249/101866132/102136323/101925182/102128371/102115223/102133910,33
Organismal Systems,Sensory system,mcf04750,Inflammatory mediator regulation of TRP channels - Macaca fascicularis (crab-eating macaque),21/731,101/10949,0.2079207920792079,3.1142609472985603,5.709361870089525,2.461794446386749e-6,3.834334896473819e-5,2.2186246377112323e-5,102125438/102126681/102140615/102121272/101866377/102115744/101865168/102137291/102142026/102143695/102133222/102130114/102118497/101866246/101925060/101925220/102134637/102146411/102116992/102143464/101865389,21
Organismal Systems,Endocrine system,mcf04929,GnRH secretion - Macaca fascicularis (crab-eating macaque),16/731,63/10949,0.25396825396825395,3.8039649968514535,5.969690714891785,2.5006531933524906e-6,3.834334896473819e-5,2.2186246377112323e-5,101925799/102140615/102141214/102115744/102116388/102135203/102137291/102142026/102123532/101866246/101925220/102127724/101925869/102116992/102143464/101865389,16
Organismal Systems,Nervous system,mcf04728,Dopaminergic synapse - Macaca fascicularis (crab-eating macaque),25/731,136/10949,0.18382352941176472,2.753329443952684,5.503044344060073,3.050948001079778e-6,4.465478437944039e-5,2.5838172066560804e-5,102126681/101866070/102140615/102125257/102121272/101865995/101866377/102115744/101925341/101865168/102122335/101926197/102123532/102118497/102131896/102134477/101925220/102128569/102127724/101925869/101926525/102116992/101865389/102131761/102123367,25
Cellular Processes,Cellular community - eukaryotes,mcf04520,Adherens junction - Macaca fascicularis (crab-eating macaque),20/731,95/10949,0.21052631578947367,3.15328677370581,5.637829016604838,3.4795040076900952e-6,4.8713056107661336e-5,2.818637113780993e-5,102138724/102122323/102146086/102144714/101865361/102126087/101925068/102133054/102140007/102146984/102143578/102116470/102127552/101925349/102114934/102134244/102116970/102115983/102124166/102133910,20
Organismal Systems,Circulatory system,mcf04261,Adrenergic signaling in cardiomyocytes - Macaca fascicularis (crab-eating macaque),27/731,158/10949,0.17088607594936708,2.5595508147327224,5.2812941976097,5.27139434832387e-6,7.072454084001192e-5,4.092266665146163e-5,102130815/102126681/102126453/102140615/102125257/101866950/102116137/101866377/102124629/101865168/101926485/101926197/102130114/101925220/102131750/102145250/102141225/101926525/102117465/101926678/102132307/102130603/102120080/102124503/102123367/102144572/102143606,27
Environmental Information Processing,Signal transduction,mcf04024,cAMP signaling pathway - Macaca fascicularis (crab-eating macaque),34/731,226/10949,0.1504424778761062,2.2533443095287096,5.092248557476788,6.350422519196832e-6,8.17934420472552e-5,4.7327359406224816e-5,102126681/101865181/101925799/101866950/102121272/102137767/101865995/101866377/102146467/102141214/102147121/101865168/102122335/102133054/101864805/102137291/102142026/102130114/102118497/101866246/101864901/102126294/102122757/102142941/101865530/102132307/102143464/102130603/101866132/102124503/102131133/102124166/102123367/102144572,34
Environmental Information Processing,Signal transduction,mcf04072,Phospholipase D signaling pathway - Macaca fascicularis (crab-eating macaque),26/731,157/10949,0.16560509554140126,2.480451697787691,4.997309342851264,1.4033151053578064e-5,1.737951784327745e-4,1.0056144682118694e-4,102138724/101865297/102123206/102140615/101865745/102121794/102141214/102135212/102132043/102137291/102142026/102143695/102130114/101925540/101866246/101925220/101865406/102143464/101867161/102145713/101866529/101925210/102140151/102118932/102128371/102137242,26
Organismal Systems,Immune system,mcf04625,C-type lectin receptor signaling pathway - Macaca fascicularis (crab-eating macaque),20/731,106/10949,0.18867924528301888,2.8260589009627544,5.052846666503264,1.968547891349302e-5,2.3476756333869452e-4,1.3584131647907465e-4,101865297/101866070/102121272/101866377/102115744/101865168/102137291/102142026/102118497/101866246/102134477/102145584/102143464/101865389/102142532/102145713/101866132/102136323/102146604/102137250,20
Organismal Systems,Immune system,mcf04666,Fc gamma R-mediated phagocytosis - Macaca fascicularis (crab-eating macaque),19/731,99/10949,0.1919191919191919,2.874587185120701,5.011312730540825,2.461593104762682e-5,2.8308320704770846e-4,1.6379773667029877e-4,101865181/102131974/102134164/102121794/102120139/102142497/102141214/102137291/102142026/102143695/101866246/101865406/102116862/102116992/102143464/102145713/101866132/102134197/102118932,19
Environmental Information Processing,Signal transduction,mcf04012,ErbB signaling pathway - Macaca fascicularis (crab-eating macaque),17/731,84/10949,0.20238095238095238,3.031284606866002,4.998488402684767,3.202420362988176e-5,3.555790885800664e-4,2.057453372954291e-4,102138724/102126681/101866329/102121272/101865745/102141214/101925550/102137291/102142026/102118497/101866246/102125035/102116992/102143464/101866132/102115437/102128371,17
Human Diseases,Cancer: overview,mcf05230,Central carbon metabolism in cancer - Macaca fascicularis (crab-eating macaque),16/731,77/10949,0.2077922077922078,3.112334997423917,4.975039909017546,3.869926062198199e-5,4.1537206400927337e-4,2.4034277649441447e-4,102138724/102122449/102144714/101926081/102141214/102137291/102142026/101866246/102143086/102143464/101867161/101925790/102145864/102128371/102137242/101865678,16
Organismal Systems,Nervous system,mcf04725,Cholinergic synapse - Macaca fascicularis (crab-eating macaque),20/731,112/10949,0.17857142857142858,2.6746628884111785,4.764584181173633,4.517419705965354e-5,4.632977548388397e-4,2.68073561969515e-4,102126681/102140615/102124629/102141214/102115744/101925341/102137291/102142026/102130114/102123532/101866246/101864901/101925220/102127724/102116992/102143464/101865389/102119008/102131761/102123367,20
Organismal Systems,Immune system,mcf04664,Fc epsilon RI signaling pathway - Macaca fascicularis (crab-eating macaque),15/731,70/10949,0.21428571428571427,3.2095954660934143,4.9603284613067125,4.604201290323873e-5,4.632977548388397e-4,2.68073561969515e-4,101865181/102121272/102121794/102141214/102137291/102142026/102143695/102118497/101866246/102125035/101925060/102143464/102145713/102132302/102134197,15
Human Diseases,Cancer: overview,mcf05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Macaca fascicularis (crab-eating macaque),17/731,87/10949,0.19540229885057472,2.9267575514568303,4.825862353714253,5.1346200236757946e-5,5.0101443867382e-4,2.8989720707834634e-4,102125438/102138724/101866070/101866179/102141214/102137291/102142026/101866246/101925060/102134477/102138221/102143464/102119008/102146604/102128371/102133910/102137250,17
Cellular Processes,Transport and catabolism,mcf04148,Efferocytosis - Macaca fascicularis (crab-eating macaque),25/731,160/10949,0.15625,2.340330027359781,4.567980861081407,5.57765393195199e-5,5.28236637084865e-4,3.056485281595982e-4,102134091/102126681/102131974/102146451/102119582/102143798/102116249/102139846/102120990/102141214/102114977/101925550/102135978/102132310/101926160/102123287/101926317/102119008/102117792/102115345/101866764/102117645/101925562/101866184/102133910,25
Organismal Systems,Nervous system,mcf04722,Neurotrophin signaling pathway - Macaca fascicularis (crab-eating macaque),21/731,123/10949,0.17073170731707318,2.5572386640419076,4.645333046386126,5.8456115128374835e-5,5.286361414145198e-4,3.0587968954027465e-4,102126681/102122449/102121272/101865745/101866377/102141214/101865168/102137291/102142026/101925657/102118497/101866246/101864901/102126294/102143464/102140490/102146604/102118836/102138330/102135140/102137533,21
Human Diseases,Neurodegenerative disease,mcf05017,Spinocerebellar ataxia - Macaca fascicularis (crab-eating macaque),24/731,151/10949,0.15894039735099338,2.380627100678559,4.569159722146376,5.910217730100221e-5,5.286361414145198e-4,3.0587968954027465e-4,102141086/102130276/102140615/102121272/101865995/102115744/101926470/102117668/102137291/102142026/102142259/102136293/101925657/102118497/101866246/101925220/102123945/102124843/101926640/102116992/102143464/101865389/101926612/102128371,24
Human Diseases,Cancer: specific types,mcf05215,Prostate cancer - Macaca fascicularis (crab-eating macaque),19/731,106/10949,0.1792452830188679,2.684755955914617,4.661850453578728,6.59748548284439e-5,5.741595474259172e-4,3.32220463858736e-4,102138724/101865178/102144714/102122741/102141214/102132043/102137291/102142026/102146984/101866246/102116470/102143086/102143464/101867161/101925349/102136323/102146604/102123367/102128371,19
Organismal Systems,Digestive system,mcf04970,Salivary secretion - Macaca fascicularis (crab-eating macaque),17/731,89/10949,0.19101123595505617,2.8609877188398225,4.714837526061275,6.937309102847152e-5,5.878456660833638e-4,3.401395321894587e-4,102139202/102126453/102140615/101866950/101866377/102115744/101865168/102130114/101925220/102122483/102116992/101865389/102127531/102124503/102142098/102144572/102123076,17
Organismal Systems,Immune system,mcf04670,Leukocyte transendothelial migration - Macaca fascicularis (crab-eating macaque),20/731,119/10949,0.16806722689075632,2.517329777328168,4.451253897172262,1.0919155201512954e-4,8.575070966814945e-4,4.961711543400605e-4,102131971/101865181/102122323/101925295/101925550/102133054/102137291/102142026/102140007/102146984/102119696/101866246/102127552/102114959/102116992/102143464/102138249/102123175/102117792/102124166,20
Organismal Systems,Environmental adaptation,mcf04713,Circadian entrainment - Macaca fascicularis (crab-eating macaque),18/731,101/10949,0.1782178217821782,2.6693665262559088,4.507966532885777,1.1011395495101489e-4,8.575070966814945e-4,4.961711543400605e-4,102126681/102140615/101865995/101866377/101925341/101865168/102122335/102130114/102123532/101925220/102122483/102127724/102132307/102116992/101865389/102127531/102131761/102142098,18
Human Diseases,Cancer: overview,mcf05231,Choline metabolism in cancer - Macaca fascicularis (crab-eating macaque),18/731,101/10949,0.1782178217821782,2.6693665262559088,4.507966532885777,1.1011395495101489e-4,8.575070966814945e-4,4.961711543400605e-4,102138724/102121272/102119326/102141214/102132043/102137291/102142026/102143695/102118497/101866246/101865406/102116992/102143464/101867161/101866529/102140151/102115748/102128371,18
Environmental Information Processing,Signal transduction,mcf04020,Calcium signaling pathway - Macaca fascicularis (crab-eating macaque),34/731,259/10949,0.13127413127413126,1.9662386639130824,4.209093516048994,1.1184875174106449e-4,8.575070966814945e-4,4.961711543400605e-4,102123462/102138724/102126681/102122449/101866070/102126453/102140615/101866950/102144714/101866377/107126428/102115744/102132043/101865168/102138981/102130114/102122144/101864901/102134477/101925220/102133148/102132529/102143086/102142941/102141225/102132307/102116992/101865389/101867161/102133761/102127531/102117404/102144572/102137250,34
Human Diseases,Cancer: overview,mcf05206,MicroRNAs in cancer - Macaca fascicularis (crab-eating macaque),24/731,158/10949,0.1518987341772152,2.2751562797624203,4.3182148332300425,1.2299580914806215e-4,9.118978649717525e-4,5.276427659365811e-4,102138724/102141270/101926081/102140874/102119572/102141214/102137291/102142026/102141609/101866246/102115052/102123287/102116992/102133064/102143464/101867161/102139463/101865352/102136323/102137688/102118074/102146604/101925182/102128371,24
Human Diseases,Cancer: specific types,mcf05214,Glioma - Macaca fascicularis (crab-eating macaque),15/731,76/10949,0.19736842105263158,2.9562063503491975,4.577094722541818,1.2460716167315871e-4,9.118978649717525e-4,5.276427659365811e-4,102138724/102126681/101866377/102140874/102141214/101865168/102137291/102142026/101866246/101864901/102116992/102143464/101867161/102136323/102128371,15
Environmental Information Processing,Signal transduction,mcf04068,FoxO signaling pathway - Macaca fascicularis (crab-eating macaque),21/731,130/10949,0.16153846153846155,2.419541197516574,4.354810390275542,1.3305074384284464e-4,9.520519892754661e-4,5.508767639809006e-4,102138724/102146086/102121272/101925870/102119572/102128414/101865361/102141214/102115733/102137291/102142026/102118497/102140141/101866246/102143464/102136323/102146604/101925182/102146075/101866184/102144252,21
Organismal Systems,Nervous system,mcf04720,Long-term potentiation - Macaca fascicularis (crab-eating macaque),14/731,69/10949,0.2028985507246377,3.039037252919368,4.544419259236337,1.5279037843203463e-4,0.0010695326490242423,6.188534778597284e-4,102126681/101866070/102140615/101866377/102141214/102115744/101865168/101864901/102134477/101925220/102116992/101865389/102138330/102137250,14
Organismal Systems,Nervous system,mcf04723,Retrograde endocannabinoid signaling - Macaca fascicularis (crab-eating macaque),24/731,161/10949,0.14906832298136646,2.2327620633693317,4.21468249909106,1.6553247081677413e-4,0.0011270110442726773,6.521116536000782e-4,102140615/101866597/102121272/101865995/102131510/102115744/101925341/102122335/102141724/102130114/102123532/102118497/102121641/102131281/101925220/102143809/102120997/102133968/102127724/101865238/102116992/101865389/102131761/101865192,24
Environmental Information Processing,Membrane transport,mcf02010,ABC transporters - Macaca fascicularis (crab-eating macaque),11/731,46/10949,0.2391304347826087,3.5817224766549693,4.693086935670595,1.6800164635120656e-4,0.0011270110442726773,6.521116536000782e-4,102144998/102135478/102128102/102127701/101926071/102119591/102117127/102123075/102120096/102117645/102126205,11
Human Diseases,Infectious disease: bacterial,mcf05100,Bacterial invasion of epithelial cells - Macaca fascicularis (crab-eating macaque),15/731,79/10949,0.189873417721519,2.8439453497030254,4.399364567687166,1.9613724903738886e-4,0.0012889019222456983,7.457850285632187e-4,102131974/102134164/101865745/102142497/102135212/101925550/102137291/102142026/102140007/102146984/101866246/102143464/102138249/102118932/101925562,15
Environmental Information Processing,Signal transduction,mcf04022,cGMP-PKG signaling pathway - Macaca fascicularis (crab-eating macaque),24/731,163/10949,0.147239263803681,2.2053662098310576,4.1469207953190175,2.0069715912874117e-4,0.0012924897047890932,7.478609929639408e-4,102139202/101866070/102126453/102140615/101866950/101866377/102141214/102115744/101865168/102133054/101864805/102130114/102134477/101925220/102122483/102141225/101865389/102115600/102124503/102123367/102135088/102142098/102144572/102137250,24
Human Diseases,Infectious disease: parasitic,mcf05142,Chagas disease - Macaca fascicularis (crab-eating macaque),18/731,106/10949,0.16981132075471697,2.543453010866479,4.2708542406541925,2.0798358363905326e-4,0.0013131512535642185,7.598161879073772e-4,102140615/102125257/102121272/101866179/102137291/101926197/102142026/102118497/101866246/102125035/101925220/102138221/101926525/102143464/102133761/102146604/101925182/102131761,18
Cellular Processes,Cell motility,mcf04820,Cytoskeleton in muscle cells - Macaca fascicularis (crab-eating macaque),31/731,236/10949,0.13135593220338984,1.967463887407545,4.018632995538886,2.1927427118952091e-4,0.0013578137562120333,7.856588259219677e-4,102144285/102117596/102116249/101865818/102118325/102141379/102123840/101925661/102135534/101865326/101866335/102117220/102127548/102129227/102132578/102128399/102131342/102141004/102131754/101866144/102118598/101925271/101866643/102127300/102144340/102124503/102126265/102120728/102115794/101865160/102131093,31
Human Diseases,Substance dependence,mcf05033,Nicotine addiction - Macaca fascicularis (crab-eating macaque),10/731,40/10949,0.25,3.7445280437756496,4.651021330253396,2.2362783009227262e-4,0.0013586445526360715,7.861395417345037e-4,101866597/101865995/102131510/102122335/102141724/102121641/102131281/102143809/102120997/102133968,10
Organismal Systems,Immune system,mcf04662,B cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque),16/731,89/10949,0.1797752808988764,2.6926943236139502,4.288463935754149,2.3563814597285686e-4,0.0014051015370974056,8.130205036490384e-4,101865181/101866070/102141214/102137291/102142026/101866246/102134477/102116992/102143464/102145713/102127082/102138947/102134197/102146604/102133910/102137250,16
Organismal Systems,Circulatory system,mcf04270,Vascular smooth muscle contraction - Macaca fascicularis (crab-eating macaque),21/731,137/10949,0.15328467153284672,2.295915004942734,4.082506803641941,2.8192341467167753e-4,0.001650533445896003,9.550324286485536e-4,102125438/102123462/102139202/102132454/102126453/102140615/101866377/102141214/102115744/101865168/102133054/101864805/102117220/102143695/102130114/101925220/102122483/102116992/101865389/102115600/102141554,21
Human Diseases,Endocrine and metabolic disease,mcf04933,AGE-RAGE signaling pathway in diabetic complications - Macaca fascicularis (crab-eating macaque),17/731,101/10949,0.16831683168316833,2.5210683859083582,4.107501420484528,3.447119400599725e-4,0.001982093655344842,0.0011468799509514124,102146086/102140615/102121272/107126428/102137291/102142026/102118497/102122144/101866246/101925220/102131342/102142941/102116992/102143464/102118598/102119008/101925182,17
Environmental Information Processing,Signal transduction,mcf04370,VEGF signaling pathway - Macaca fascicularis (crab-eating macaque),12/731,58/10949,0.20689655172413793,3.098919760366055,4.286660485977292,3.694608649488703e-4,0.002028905024497964,0.0011739659671008162,101866070/102141214/101925550/102137291/102142026/102143695/101866246/102134477/102116992/102143464/102138249/102137250,12
Human Diseases,Infectious disease: viral,mcf05165,Human papillomavirus infection - Macaca fascicularis (crab-eating macaque),41/731,354/10949,0.11581920903954802,1.7347531050260072,3.75868312557431,3.7121520260798376e-4,0.002028905024497964,0.0011739659671008162,102138724/101926423/102116249/102125257/101865547/101926880/102120952/102140874/102119572/102141214/101925550/102137291/101926197/102142026/102129227/102142627/102146984/101866706/101866246/102115052/102116470/102131342/101926525/102144774/102133064/102143464/101867161/102118598/102114934/102138249/101925271/101867212/102136323/102146604/102147194/102120728/102123367/102127448/102131093/102128371/101865678,41
Organismal Systems,Endocrine system,mcf04926,Relaxin signaling pathway - Macaca fascicularis (crab-eating macaque),20/731,130/10949,0.15384615384615385,2.3043249500157845,4.001354701477798,3.717558895819251e-4,0.002028905024497964,0.0011739659671008162,102138724/102140615/102121272/107126428/102141214/101925341/102137291/102142026/102130114/102118497/101866246/102125035/101925220/102131342/101925869/102143464/102118598/102133761/102131761/102123367,20
Environmental Information Processing,Signal transduction,mcf04071,Sphingolipid signaling pathway - Macaca fascicularis (crab-eating macaque),19/731,121/10949,0.15702479338842976,2.35193496964421,3.9996086327855345,3.968759316979147e-4,0.0021299008334454755,0.0012324042089566826,102140615/102125257/102121272/102121794/102141214/102133054/102137291/101926197/102142026/101925657/102118497/101866246/101925220/102134999/101926525/101926302/102116992/102143464/101926756,19
Human Diseases,Cardiovascular disease,mcf05410,Hypertrophic cardiomyopathy - Macaca fascicularis (crab-eating macaque),17/731,103/10949,0.1650485436893204,2.472115601715963,4.014845722666062,4.3710748641091215e-4,0.002307354272529733,0.0013350824002542098,102130815/102116249/101865818/102116137/102128414/101865326/102132578/102131750/102145250/102141225/102141004/102117465/101926678/102132307/101925271/101925182/102143606,17
Human Diseases,Infectious disease: viral,mcf05163,Human cytomegalovirus infection - Macaca fascicularis (crab-eating macaque),31/731,246/10949,0.12601626016260162,1.88748568060236,3.765470755844485,4.576034112038894e-4,0.0023684716932899454,0.0013704461906254343,102138724/101866070/102116249/102140615/101866377/102140874/102141214/102115744/101925550/101925341/101865168/102133054/102137291/102142026/102130114/102146984/101866246/101925060/102134477/101925220/102144774/102116992/102143464/101865389/102138249/102136323/102146604/102131761/102123367/102128371/102137250,31
Organismal Systems,Endocrine system,mcf04915,Estrogen signaling pathway - Macaca fascicularis (crab-eating macaque),21/731,142/10949,0.14788732394366197,2.2150729273039054,3.8979572763496213,4.63396635643685e-4,0.0023684716932899454,0.0013704461906254343,102138724/101925799/102140615/102122018/101866377/102130545/102141214/102115744/101865168/102137291/102142026/102130114/102123532/101866246/101925220/102127724/102143464/101865389/102131761/102123367/102115223,21
