ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
BP,GO:0043087,regulation of GTPase activity,57/2048,154/15876,0.37012987012987014,2.869229403409091,8.970387957273195,2.1824405762579882e-14,4.029172654211414e-12,3.4137703164442876e-12,PREX1/RALGAPA2/VAV3/FGD6/ARHGAP24/PLXNA2/RAPGEF3/RGS9/BCR/PREX2/RAPGEF4/ARHGAP22/RASAL2/RASGRP1/ASAP2/RAPGEFL1/GARNL3/RALGAPA1/SGSM1/SNX13/PLXNC1/DAB2IP/ARAP2/ALS2/SOS1/ARHGAP17/RGS7/PLXNA4/ABR/RAP1GAP/SIPA1L3/RGS6/RASGRF1/TIAM1/CCPG1/VAV2/TBC1D16/ADAP2/RALGPS1/RAP1GAP2/ARHGAP29/DOCK7/AGAP1/ARHGAP15/DOCK8/SIPA1L2/RASA3/TBC1D22A/RGL1/ARHGAP12/CHN2/RASA2/RAPGEF5/DOCK10/DOCK9/RAPGEF1/RASA4B,57
BP,GO:0030182,neuron differentiation,106/2048,391/15876,0.2710997442455243,2.101552509590793,8.487506810825797,2.1937419169935104e-14,4.029172654211414e-12,3.4137703164442876e-12,ALK/RP1/EPHB1/NTRK3/TRIO/SRCIN1/LGI4/PAK3/CNTN1/PLXNA2/LAMA3/SEMA6A/ENAH/ROBO1/CNTN2/RIT2/SLIT3/NCKAP1/DSCAML1/EPHA6/MAP2/ULK2/TENM1/DTNBP1/RTN4/APLP1/SLC4A7/TENM3/EFNB2/CNTN4/PLXNC1/SEMA3A/CNTN6/EPHA7/UNC5C/UNC5D/PBX1/EPHA3/CNTN5/EFNA5/HECW2/CTNND2/KALRN/CNTN3/HECW1/EPHA4/ANOS1/TENM2/CHL1/SEMA6D/NYAP2/ATP8A2/PACSIN1/RUFY3/SLIT1/BDNF/CDH2/EMB/DCC/SEMA5A/SPTBN4/PLXNA4/SRRM4/ROR1/EPHA5/PDZD7/ARHGAP35/TENM4/TIAM1/BRINP2/SEMA4B/IGDCC4/GAS7/TMEM108/SEZ6/TANC2/FRYL/FRY/NRP2/MCF2/PAK1/ARHGEF2/DOCK7/RTN1/RUNX1/SHTN1/NEDD4/SCLT1/PBX3/PAK2/MYCBP2/SEMA3C/IFT88/MAP1A/CAMSAP1/SLIT2/DMD/CRTAC1/DOCK10/STMN4/ROR2/PLXNB3/ANKRD27/MAPT/LRRC7/BRINP1,106
BP,GO:0031175,neuron projection development,85/2048,286/15876,0.2972027972027972,2.303902152534965,8.563417516959111,3.386237544212767e-14,5.740975036496106e-12,4.8641177355736425e-12,EPHB1/NTRK3/TRIO/SRCIN1/PAK3/CNTN1/PLXNA2/LAMA3/SEMA6A/ENAH/ROBO1/CNTN2/RIT2/SLIT3/NCKAP1/DSCAML1/EPHA6/MAP2/ULK2/DTNBP1/APLP1/EFNB2/CNTN4/PLXNC1/SEMA3A/CNTN6/EPHA7/UNC5C/UNC5D/EPHA3/CNTN5/EFNA5/HECW2/CTNND2/KALRN/CNTN3/HECW1/EPHA4/CHL1/SEMA6D/NYAP2/PACSIN1/RUFY3/SLIT1/BDNF/CDH2/EMB/DCC/SEMA5A/SPTBN4/PLXNA4/ROR1/EPHA5/PDZD7/ARHGAP35/TIAM1/SEMA4B/IGDCC4/GAS7/TMEM108/SEZ6/TANC2/FRYL/FRY/NRP2/MCF2/PAK1/DOCK7/SHTN1/NEDD4/PAK2/MYCBP2/SEMA3C/IFT88/MAP1A/CAMSAP1/SLIT2/CRTAC1/DOCK10/STMN4/ROR2/PLXNB3/ANKRD27/MAPT/LRRC7,85
BP,GO:0098660,inorganic ion transmembrane transport,118/2048,464/15876,0.2543103448275862,1.9714018723060343,8.172794594688899,1.0041040941514862e-13,1.5807467310784826e-11,1.3393087691915315e-11,CACNB2/KCNMA1/SLC9A7/ANO5/SLC6A11/ATP1A4/KCND3/ATP6V1H/KCNQ3/PLCB1/ATP2B2/GABRB1/CACNB4/SLC39A10/SLC9A9/KCNQ1/KCNK1/SLC8A1/SLC12A2/GABRA3/SLC6A6/DPP10/KCNIP1/KCNT2/ITPR2/ANO4/TESC/TMEM165/ATP2B1/TRPC5/KCNN2/PLCL2/STIM2/WNK3/CACNA1C/KCNH1/KCND2/SCN1A/SLC9B1/SLC20A2/HECW2/PLCH1/SCN3A/GABRG2/HECW1/ANKH/SLC6A15/HTR2A/KCNH4/FGF12/KCNJ3/SCN7A/GABRA2/ATP6V1C1/PLCD4/SLC25A37/SLC12A5/SLC9B2/STAC2/KCNB1/GABRB3/KCNH5/KCNIP4/PLCB4/TRPC3/SLC9A8/DPP6/COMMD1/KCNH8/CACNA1D/CACNG2/KCNIP2/GABRG1/GABRG3/CACNA1A/MICU3/ASIC2/PLCE1/WNK2/KCNJ6/SLC8A3/RYR1/CACNA1E/KCNQ2/KCNAB2/P2RX4/CACNB3/TRPC1/ASIC1/FXYD6/RYR2/CACNA1I/SLC24A3/ITPR1/SLC30A10/SLC6A12/UBASH3B/RYR3/SCN1B/P2RX7/SLC12A6/KCNAB1/ANO2/HVCN1/NEDD4/AKAP9/SLC39A11/OTOP1/TRPM8/ATP1B1/ATP1A1/ATP6V0A1/KCNQ5/ATP2B4/SLC9A2/SCN8A/STIMATE/MICU1,118
BP,GO:0006897,endocytosis,66/2048,203/15876,0.3251231527093596,2.520339439655172,8.389859184627548,2.624371822521131e-13,3.8560769978910487e-11,3.267112710984201e-11,DENND1B/RHOQ/LRP4/SNCG/PIKFYVE/SGIP1/RAB29/ITSN1/SCARB1/FER1L5/SH3GL2/BICD1/SYT17/LRP8/CD47/PICALM/LDLRAD3/EPS15/SCARB2/DNAJC6/DNM1/DNM3/DYSF/EPN2/SYT1/PIK3C3/MIB1/RHOBTB1/HEATR5B/SNX18/REPS2/RHOBTB2/PACSIN1/DNAJC13/CACNG2/XKR6/TFR2/EPS15L1/ARRB1/CACNG8/ADGRB1/SYNJ1/DENND1A/SIRPA/CACNG3/CLEC7A/FNBP1/MSR1/RHOJ/FLOT1/PACSIN2/NCF2/RUFY1/FCHO2/EHD4/TREM2/RAMP1/DAB2/NEDD4/SNAP91/NLGN1/PICK1/HIP1R/DNM2/SNX9/CSNK1E,66
BP,GO:0030001,metal ion transport,115/2048,458/15876,0.25109170305676853,1.9464511121724888,7.9096826996864795,5.254315628032979e-13,7.237819777615428e-11,6.13233942377007e-11,CACNB2/KCNMA1/SLC9A7/SLC6A11/ATP1A4/NKAIN3/KCND3/KCNQ3/PLCB1/ATP2B2/CACNB4/SLC39A10/NKAIN2/SLC9A9/KCNQ1/KCNK1/SLC8A1/FTH1/SLC12A2/SLC6A6/DPP10/KCNIP1/KCNT2/ITPR2/TESC/TMEM165/ATP2B1/TRPC5/KCNN2/PLCL2/STIM2/WNK3/CACNA1C/KCNH1/KCND2/SCN1A/HECW2/PLCH1/SCN3A/HECW1/SLC6A15/HTR2A/KCNH4/FGF12/KCNJ3/SCN7A/PLCD4/SLC25A37/SLC12A5/STAC2/KCNB1/KCNH5/KCNIP4/PLCB4/TRPC3/SLC9A8/DPP6/COMMD1/KCNH8/TRPM3/CACNA1D/CACNG2/KCNIP2/CACNA1A/MICU3/SLC11A1/TFR2/ASIC2/PLCE1/WNK2/KCNJ6/SLC8A3/ABCC8/RYR1/CACNA1E/KCNQ2/CACNG8/KLHL3/KCNAB2/P2RX4/CACNB3/TRPC1/ASIC1/FXYD6/CACNG3/RYR2/CACNA1I/SLC24A3/ITPR1/SLC30A10/SLC6A12/ABCC9/UBASH3B/KCNMB4/RYR3/SCN1B/P2RX7/SLC12A6/KCNAB1/RAMP1/NEDD4/AKAP9/SLC39A11/TRPM8/ATP1B1/TRPM6/TRPM1/ATP1A1/SLC5A8/KCNQ5/ATP2B4/SLC9A2/SCN8A/STIMATE/MICU1,115
BP,GO:0007409,axonogenesis,55/2048,156/15876,0.3525641025641026,2.7330603966346154,8.371280302899969,6.383814327910803e-13,8.276427516891417e-11,7.012313695178802e-11,EPHB1/NTRK3/TRIO/PAK3/CNTN1/PLXNA2/LAMA3/SEMA6A/ENAH/ROBO1/CNTN2/SLIT3/DSCAML1/EPHA6/ULK2/APLP1/EFNB2/CNTN4/PLXNC1/SEMA3A/CNTN6/EPHA7/UNC5C/UNC5D/EPHA3/CNTN5/EFNA5/KALRN/CNTN3/EPHA4/CHL1/SEMA6D/RUFY3/SLIT1/BDNF/CDH2/EMB/DCC/SEMA5A/SPTBN4/PLXNA4/EPHA5/ARHGAP35/TIAM1/SEMA4B/IGDCC4/NRP2/PAK1/DOCK7/PAK2/MYCBP2/SEMA3C/MAP1A/SLIT2/PLXNB3,55
BP,GO:0098655,monoatomic cation transmembrane transport,109/2048,429/15876,0.2540792540792541,1.9696104676573427,7.835126738920625,9.599243349114202e-13,1.1753740189693167e-10,9.958513275630758e-11,CACNB2/KCNMA1/SLC9A7/SLC6A11/ATP1A4/KCND3/ATP6V1H/KCNQ3/PLCB1/ATP2B2/CACNB4/SLC39A10/SLC9A9/KCNQ1/KCNK1/SLC8A1/SLC12A2/SLC6A6/DPP10/KCNIP1/KCNT2/ITPR2/TESC/TMEM165/ATP2B1/TRPC5/KCNN2/PLCL2/STIM2/WNK3/CACNA1C/KCNH1/KCND2/SCN1A/SLC9B1/HECW2/PLCH1/SCN3A/HECW1/SLC6A15/HTR2A/KCNH4/FGF12/KCNJ3/SCN7A/ATP6V1C1/PLCD4/SLC25A37/SLC12A5/SLC9B2/STAC2/KCNB1/KCNH5/KCNIP4/PLCB4/TRPC3/SLC9A8/DPP6/COMMD1/KCNH8/TRPM3/CACNA1D/CACNG2/KCNIP2/CACNA1A/MICU3/ASIC2/PLCE1/WNK2/KCNJ6/SLC8A3/RYR1/CACNA1E/KCNQ2/KCNAB2/P2RX4/CACNB3/TRPC1/ASIC1/FXYD6/RYR2/CACNA1I/SLC24A3/ITPR1/SLC30A10/SLC6A12/UBASH3B/RYR3/SCN1B/P2RX7/SLC12A6/KCNAB1/HVCN1/NEDD4/AKAP9/SLC39A11/OTOP1/TRPM8/ATP1B1/TRPM6/TRPM1/ATP1A1/ATP6V0A1/KCNQ5/ATP2B4/SLC9A2/SCN8A/STIMATE/MICU1,109
BP,GO:0034220,monoatomic ion transmembrane transport,120/2048,493/15876,0.2434077079107505,1.8868851419878296,7.698612783905003,1.5952522412200616e-12,1.8504925998152715e-10,1.5678545572988308e-10,CACNB2/KCNMA1/SLC9A7/ANO5/SLC6A11/ATP1A4/KCND3/ATP6V1H/KCNQ3/PLCB1/ATP2B2/GABRB1/CACNB4/SLC39A10/SLC9A9/KCNQ1/KCNK1/SLC8A1/SLC12A2/GABRA3/SLC6A6/DPP10/KCNIP1/KCNT2/ITPR2/ANO4/TESC/TMEM165/ATP2B1/TRPC5/KCNN2/PLCL2/STIM2/WNK3/CACNA1C/KCNH1/KCND2/SCN1A/SLC9B1/HECW2/PLCH1/SCN3A/GABRG2/HECW1/SLC6A15/HTR2A/KCNH4/FGF12/KCNJ3/SCN7A/GABRA2/ATP6V1C1/PLCD4/SLC25A37/SLC12A5/SLC9B2/STAC2/KCNB1/GABRB3/KCNH5/KCNIP4/PLCB4/TRPC3/SLC9A8/DPP6/COMMD1/KCNH8/TRPM3/CACNA1D/CACNG2/KCNIP2/GABRG1/GABRG3/CACNA1A/MICU3/ASIC2/PLCE1/WNK2/KCNJ6/SLC8A3/RYR1/CACNA1E/KCNQ2/KCNAB2/P2RX4/CACNB3/TRPC1/ASIC1/FXYD6/RYR2/CACNA1I/SLC24A3/ITPR1/SLC30A10/SLC6A12/UBASH3B/RYR3/SCN1B/P2RX7/SLC12A6/KCNAB1/ANO2/HVCN1/NEDD4/AKAP9/SLC39A11/OTOP1/TRPM8/ATP1B1/TRPM6/TRPM1/ATP1A1/ATP6V0A1/KCNQ5/ATP2B4/SLC9A2/SCN8A/WWP2/STIMATE/MICU1,120
BP,GO:0099536,synaptic signaling,79/2048,276/15876,0.286231884057971,2.218856148097826,7.861163913620686,2.3723452802607425e-12,2.6143244988473383e-10,2.2150213300960832e-10,SYN3/GRID2/SNCG/DTNA/GABRB1/GRIA1/SYT17/DLGAP2/GRM7/MCTP1/GRIA3/NETO1/GRIK2/DTNBP1/GABRA3/SYN2/GRM8/GRIK4/NALCN/GRIA4/PLCL2/DTNB/SYT1/GRIN2A/GABRG2/HTR2A/UNC13C/BTBD9/GABRA2/GRM3/SV2A/DLGAP1/SYN1/SLC12A5/CADPS/GABRB3/GRM1/LIN7A/SYT13/DLGAP3/BDNF/CDH2/DRP2/SLC17A6/CACNG2/DGKI/UTRN/GABRG1/TMEM25/GABRG3/CACNA1A/APBA2/SHISA9/GRIN2D/RPH3A/CACNA1E/GRIN1/DLG4/CACNG8/JPH3/JPH4/GRIK5/HRH2/SHISA6/CACNG3/STXBP1/CADPS2/APBA1/CLSTN3/EXOC4/SLC12A6/DLG1/DLG2/NLGN1/DGKZ/DMD/ERC1/GRIK3/UNC13B,79
BP,GO:0098662,inorganic cation transmembrane transport,106/2048,420/15876,0.2523809523809524,1.9564453124999999,7.645015872104357,3.111441339839556e-12,3.2655317680982765e-10,2.7667653818924173e-10,CACNB2/KCNMA1/SLC9A7/SLC6A11/ATP1A4/KCND3/ATP6V1H/KCNQ3/PLCB1/ATP2B2/CACNB4/SLC39A10/SLC9A9/KCNQ1/KCNK1/SLC8A1/SLC12A2/SLC6A6/DPP10/KCNIP1/KCNT2/ITPR2/TESC/TMEM165/ATP2B1/TRPC5/KCNN2/PLCL2/STIM2/WNK3/CACNA1C/KCNH1/KCND2/SCN1A/SLC9B1/HECW2/PLCH1/SCN3A/HECW1/SLC6A15/HTR2A/KCNH4/FGF12/KCNJ3/SCN7A/ATP6V1C1/PLCD4/SLC25A37/SLC12A5/SLC9B2/STAC2/KCNB1/KCNH5/KCNIP4/PLCB4/TRPC3/SLC9A8/DPP6/COMMD1/KCNH8/CACNA1D/CACNG2/KCNIP2/CACNA1A/MICU3/ASIC2/PLCE1/WNK2/KCNJ6/SLC8A3/RYR1/CACNA1E/KCNQ2/KCNAB2/P2RX4/CACNB3/TRPC1/ASIC1/FXYD6/RYR2/CACNA1I/SLC24A3/ITPR1/SLC30A10/SLC6A12/UBASH3B/RYR3/SCN1B/P2RX7/SLC12A6/KCNAB1/HVCN1/NEDD4/AKAP9/SLC39A11/OTOP1/TRPM8/ATP1B1/ATP1A1/ATP6V0A1/KCNQ5/ATP2B4/SLC9A2/SCN8A/STIMATE/MICU1,106
