category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Human Diseases,Neurodegenerative disease,mcf05017,Spinocerebellar ataxia - Macaca fascicularis (crab-eating macaque),24/553,151/10949,0.15894039735099338,3.1469049016203012,6.12669758818932,5.142553178935827e-7,1.3156365216110823e-5,6.540966762681535e-6,102135875/101925220/101926612/102133810/102136293/101865971/102136671/102116992/102123945/101925657/102126339/102137291/101866246/102120762/102141177/102130095/101926470/101865995/102129690/102142259/102115744/102140615/101866879/102125634,24
Cellular Processes,Cell motility,mcf04810,Regulation of actin cytoskeleton - Macaca fascicularis (crab-eating macaque),31/553,231/10949,0.1341991341991342,2.6570457872447024,5.870572382447765,5.757868944621521e-7,1.3597428969221593e-5,6.760250987612313e-6,101866132/101865530/101865406/102133302/102143296/102129759/102137950/101866966/102116249/101925728/102142497/101864919/102141214/101864894/102121021/101925550/102133054/101865181/102139495/102137291/101866246/102127819/101865352/101866436/102144714/102117163/102143086/102132595/101925068/102125183/102131974,31
Human Diseases,Substance dependence,mcf05032,Morphine addiction - Macaca fascicularis (crab-eating macaque),18/553,93/10949,0.1935483870967742,3.832118065682786,6.325789497747491,7.322878961753319e-7,1.6058027437559062e-5,7.983589845520537e-6,102135875/101925799/101926461/102125173/102137767/102116992/102132529/102130114/102133968/102122757/101866657/102136509/102130472/102120997/102130972/102146467/101866597/102123532,18
Cellular Processes,Cellular community - eukaryotes,mcf04520,Adherens junction - Macaca fascicularis (crab-eating macaque),18/553,95/10949,0.18947368421052632,3.7514418958789384,6.211894404381887,1.016799187495892e-6,2.0810490037415918e-5,1.034637769732662e-5,102116970/102134273/101865361/102126078/102143808/102134244/102115287/102133054/102140934/102126087/102126878/102144714/102133022/102140007/102146984/101925068/102116470/102143578,18
Organismal Systems,Nervous system,mcf04728,Dopaminergic synapse - Macaca fascicularis (crab-eating macaque),22/553,136/10949,0.16176470588235295,3.2028241676417406,5.961739697455196,1.1288017507587496e-6,2.162570807244572e-5,1.0751680680626194e-5,102135875/101925220/102134477/102146405/102133810/102125257/101865168/101926461/102125173/101866377/102116992/102122335/101865454/102126339/101866657/102123367/101865995/102133756/102115744/102140615/101866879/102123532,22
Human Diseases,Cancer: overview,mcf05206,MicroRNAs in cancer - Macaca fascicularis (crab-eating macaque),24/553,158/10949,0.1518987341772152,3.0074850642067434,5.862013909476437,1.1975147792559519e-6,2.162570807244572e-5,1.0751680680626194e-5,102135875/101926081/102137688/102141214/102116992/102135329/101866525/102137291/101867452/101866246/102118652/102138061/102140241/101867036/101867139/101865352/101925182/101864871/102136323/102119572/107126367/102141609/102141221/102125183,24
Organismal Systems,Development and regeneration,mcf04360,Axon guidance - Macaca fascicularis (crab-eating macaque),26/553,181/10949,0.143646408839779,2.8440949916577583,5.769681994366529,1.2926184825912991e-6,2.173207848359626e-5,1.0804564992701724e-5,101866132/102135875/102134477/102125143/102129759/102139501/102124656/102135830/102136429/101925454/102123945/101925550/102133054/102137291/101866246/102138762/102122217/102126878/102141156/102136586/102133756/102145235/102141609/102135388/102121940/101866631,26
Organismal Systems,Endocrine system,mcf04921,Oxytocin signaling pathway - Macaca fascicularis (crab-eating macaque),24/553,159/10949,0.1509433962264151,2.9885700638029276,5.8253974535288675,1.3449820559880422e-6,2.173207848359626e-5,1.0804564992701724e-5,102135875/101925220/102134477/101865168/101926461/102135088/101866377/102141214/102127531/102116992/102130815/102121021/102135329/102130114/102133054/102128414/102132307/102138225/102115744/102140615/102123532/102118759/101866264/102126394,24
Organismal Systems,Nervous system,mcf04727,GABAergic synapse - Macaca fascicularis (crab-eating macaque),17/553,90/10949,0.18888888888888888,3.7398633715089415,6.019384272423131,2.120851721645498e-6,3.2555073927258394e-5,1.6185447349399852e-5,102135875/101866909/101926081/101925799/101926461/102125173/102116992/101866905/102130114/102133968/101866657/102136509/102120997/101926704/102130972/102117589/101866597,17
Environmental Information Processing,Signal transduction,mcf04371,Apelin signaling pathway - Macaca fascicularis (crab-eating macaque),22/553,143/10949,0.15384615384615385,3.046042565029907,5.679982871935394,2.681188689030178e-6,3.919642512058403e-5,1.9487336336309564e-5,102138665/101925220/102137879/102136293/102143296/101865168/101926461/102125173/102135088/101866377/102115287/102141214/102127531/102135329/102130114/101867274/102128414/101866657/102127819/102132307/102115744/102140615,22
Cellular Processes,Cell growth and death,mcf04218,Cellular senescence - Macaca fascicularis (crab-eating macaque),24/553,168/10949,0.14285714285714285,2.8284680960991992,5.508195288798796,3.645335074001324e-6,5.0868993987200296e-5,2.5290602188047464e-5,102134477/102134273/102143296/102115080/101865168/101866377/102115287/102141214/102136827/102135329/101925779/102137291/101866246/102120762/102145859/102147200/101867036/102145807/102121788/101925182/102136323/102119572/102115744/101925060,24
Organismal Systems,Endocrine system,mcf04928,"Parathyroid hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",19/553,114/10949,0.16666666666666666,3.2998794454490654,5.692982703229622,3.848477409022103e-6,5.136880715520806e-5,2.5539094934013952e-5,102135875/101866184/102138665/101925220/102146405/101926461/102137767/102135088/102141214/102116992/102130114/102138061/102123367/102127819/101866436/102144714/102146467/102115744/102140615,19
Environmental Information Processing,Signal transduction,mcf04070,Phosphatidylinositol signaling system - Macaca fascicularis (crab-eating macaque),17/553,96/10949,0.17708333333333334,3.5061219107896324,5.688001904473882,5.33339289775539e-6,6.822298415045437e-5,3.3918507463795245e-5,102135875/101925220/101865406/102136293/101865168/101925728/101866377/102116992/101865720/102137291/101866246/102134655/101867036/102124544/102142941/102115744/102140615,17
Organismal Systems,Nervous system,mcf04723,Retrograde endocannabinoid signaling - Macaca fascicularis (crab-eating macaque),23/553,161/10949,0.14285714285714285,2.8284680960991992,5.390470587646632,5.803126622785283e-6,7.126239492780328e-5,3.54296151706891e-5,102135875/101925220/101866055/102133810/101926461/102125173/102116992/102137128/102130114/102122335/102133968/102126339/101866657/102136509/101865995/102120997/102130972/101866597/102115744/102140615/102123532/7857746/101925169,23
Human Diseases,Infectious disease: viral,mcf05163,Human cytomegalovirus infection - Macaca fascicularis (crab-eating macaque),30/553,246/10949,0.12195121951219512,2.4145459356944383,5.175218262189056,6.4562115587018844e-6,7.623295955851842e-5,3.79008370854969e-5,102135875/101925220/102134477/102146405/101865168/101926461/102116249/102125173/101866377/102141214/102116992/102135329/101925550/102130114/102133054/102137291/101866246/101866657/102145859/102121336/101867458/102140241/102123367/102127819/102133756/102136323/102146984/102115744/101925060/102140615,30
Organismal Systems,Nervous system,mcf04720,Long-term potentiation - Macaca fascicularis (crab-eating macaque),14/553,69/10949,0.2028985507246377,4.017244542285819,5.798523648168141,7.038676155340333e-6,8.003235480331415e-5,3.978978723291806e-5,102135875/101925220/102134477/102133810/101865168/101926461/101866377/102141214/102116992/101866436/102133022/102115744/102140615/101866879,14
Organismal Systems,Environmental adaptation,mcf04713,Circadian entrainment - Macaca fascicularis (crab-eating macaque),17/553,101/10949,0.16831683168316833,3.3325515191663833,5.431426639539886,1.0817003687771822e-5,1.1451103903951549e-4,5.6931598356693804e-5,102135875/101925220/102133810/101865168/101926461/102125173/101866377/102127531/102116992/102130114/102122335/101866657/101865995/102132307/102140615/101866879/102123532,17
Human Diseases,Cancer: overview,mcf05231,Choline metabolism in cancer - Macaca fascicularis (crab-eating macaque),17/553,101/10949,0.16831683168316833,3.3325515191663833,5.431426639539886,1.0817003687771822e-5,1.1451103903951549e-4,5.6931598356693804e-5,102135875/101865406/102126222/102141214/102116992/102145183/102126339/102137291/101866246/102119326/102147270/102134655/102135864/102116552/101866092/102125183/102115748,17
Human Diseases,Cancer: specific types,mcf05214,Glioma - Macaca fascicularis (crab-eating macaque),14/553,76/10949,0.18421052631578946,3.647235176548967,5.340986150773932,2.2576687358554828e-5,2.310347673025444e-4,1.148638479645772e-4,102135875/102115080/101865168/101866377/102141214/102116992/102135329/102137291/101866246/102145859/101867036/101866436/102136323/102125183,14
Organismal Systems,Immune system,mcf04062,Chemokine signaling pathway - Macaca fascicularis (crab-eating macaque),25/553,200/10949,0.125,2.474909584086799,4.8550442073730995,2.4895105727790395e-5,2.465418534977952e-4,1.2257352565465558e-4,101866132/101925220/101865530/101925562/101926461/102125173/102141214/102116992/101925779/101925550/102130114/102133054/101865181/102137291/101866246/101866657/102124562/101867458/101866436/102133022/102133756/101925250/102115729/101925898/102140615,25
Human Diseases,Cancer: specific types,mcf05213,Endometrial cancer - Macaca fascicularis (crab-eating macaque),12/553,58/10949,0.20689655172413793,4.096402070212633,5.452984855335161,2.583178720837786e-5,2.478237085303751e-4,1.2321082714522333e-4,102115080/102141214/102135329/101925779/102137291/101866246/101867036/101866436/102133756/102140007/102146984/102116470,12
Human Diseases,Cancer: overview,mcf05202,Transcriptional misregulation in cancer - Macaca fascicularis (crab-eating macaque),26/553,217/10949,0.11981566820276497,2.3722635644702956,4.70894797023945,3.6191574044586984e-5,3.366913100511577e-4,1.6739324518230025e-4,102128204/102132310/102122893/102134273/102142327/101865484/102143079/102115080/102121325/101926602/101866398/102135088/101866775/101925550/102116653/101865178/101867066/102124214/102125981/101867139/101865995/102121884/102145763/102136323/102119572/101926297,26
Environmental Information Processing,Signal transduction,mcf04072,Phospholipase D signaling pathway - Macaca fascicularis (crab-eating macaque),21/553,157/10949,0.1337579617834395,2.6483108925260015,4.797719034211155,4.036135336843811e-5,3.6443927894442646e-4,1.811887380316881e-4,102135875/101925220/101865406/102143296/102135212/102126222/102141214/102145183/101864894/102130114/102137291/101866246/102134655/102135864/102127819/102126878/102121794/101865745/102140615/102125183/101926221,21
Human Diseases,Endocrine and metabolic disease,mcf04933,AGE-RAGE signaling pathway in diabetic complications - Macaca fascicularis (crab-eating macaque),16/553,101/10949,0.15841584158415842,3.136519076862478,4.974958338370695,4.248098524744833e-5,3.6601776635670125e-4,1.8197351661828107e-4,102135875/101925220/102134273/102127262/102115287/102116992/102135329/102126339/102137291/101866246/102140241/101925182/102142941/102131431/102140615/101926221,16
Organismal Systems,Endocrine system,mcf04919,Thyroid hormone signaling pathway - Macaca fascicularis (crab-eating macaque),18/553,123/10949,0.14634146341463414,2.897455122833326,4.880753585961438,4.292065012651871e-5,3.6601776635670125e-4,1.8197351661828107e-4,102135875/101925220/101926461/102116249/102130545/102141214/102116992/102135329/102137291/101866246/102124503/101865682/102133756/102136323/102146984/102142941/101866092/102140615,18
Cellular Processes,Transport and catabolism,mcf04142,Lysosome - Macaca fascicularis (crab-eating macaque),19/553,137/10949,0.1386861313868613,2.7458850859941126,4.7426354667960515,5.654076795440141e-5,4.691355611351684e-4,2.3324072129127184e-4,101866922/102119638/102119735/101926160/102115935/102140912/102143866/102132387/101926423/101866080/102127448/101925752/102137349/101867471/101865648/102139183/101866864/102116772/102142621,19
Environmental Information Processing,Signal transduction,mcf04310,Wnt signaling pathway - Macaca fascicularis (crab-eating macaque),22/553,174/10949,0.12643678160919541,2.5033568206854984,4.610254300670235,6.35855586610558e-5,5.137043818143193e-4,2.5539905833388065e-4,102135875/101925220/102134477/102116467/101926461/101865361/102116992/102136827/102138674/102135329/101925454/102133054/102145961/102126339/102133496/102133756/102119572/102118238/102146984/102116470/102140615/102144285,22
Environmental Information Processing,Signal transduction,mcf04068,FoxO signaling pathway - Macaca fascicularis (crab-eating macaque),18/553,130/10949,0.13846153846153847,2.741438308526916,4.606626846989194,9.006977873843542e-5,6.912855518174919e-4,3.436873136071878e-4,101866184/102134273/102115080/101865361/102140141/102115287/102141214/102135329/101925779/102126339/102137291/101866246/102128414/101867036/101866436/101925182/102136323/102119572,18
Organismal Systems,Endocrine system,mcf04926,Relaxin signaling pathway - Macaca fascicularis (crab-eating macaque),18/553,130/10949,0.13846153846153847,2.741438308526916,4.606626846989194,9.006977873843542e-5,6.912855518174919e-4,3.436873136071878e-4,102135875/101925220/102146405/102134273/101926461/102127262/102125173/102115287/102141214/102130114/102126339/102137291/101866246/101866657/101867458/102140241/102123367/102140615,18
Organismal Systems,Endocrine system,mcf04915,Estrogen signaling pathway - Macaca fascicularis (crab-eating macaque),19/553,142/10949,0.13380281690140844,2.649198991416855,4.562065134597938,9.266237410670803e-5,6.938377768477894e-4,3.449562065589901e-4,101925220/102146405/101926487/101925799/101865168/102122018/101926461/101866377/102130545/102141214/101866865/102130114/102137291/101866246/102123367/102115744/102140615/102123532/102131294,19
Human Diseases,Infectious disease: viral,mcf05165,Human papillomavirus infection - Macaca fascicularis (crab-eating macaque),35/553,354/10949,0.09887005649717515,1.9575556032324968,4.223883944745172,1.0612674457125285e-4,7.757359662708244e-4,3.8567363315367576e-4,102146405/102137879/102133302/102125257/101926461/102127262/102116249/102132631/102141214/102129227/102138674/102135329/101926423/101925550/102127448/102137291/101866246/102141177/102145859/102132640/102140241/102123367/101867036/102129690/102133756/102136323/102142627/102119572/102118238/102132595/102146984/102116470/102141221/102142621/102123592,35
Human Diseases,Cancer: specific types,mcf05220,Chronic myeloid leukemia - Macaca fascicularis (crab-eating macaque),13/553,77/10949,0.16883116883116883,3.3427350226626897,4.757848788568595,1.1292858805293796e-4,8.062575937733013e-4,4.008481093678336e-4,102134273/102115080/102115287/102141214/102135329/102137291/101866246/102145859/101867458/101866436/102121794/101925182/102136323,13
Environmental Information Processing,Signal transduction,mcf04071,Sphingolipid signaling pathway - Macaca fascicularis (crab-eating macaque),17/553,121/10949,0.14049586776859505,2.7817165573207,4.545210508447101,1.1693248425700469e-4,8.140354136045129e-4,4.0471501790726686e-4,102135875/101925220/102125257/102141214/102116992/101925657/102133054/102126339/102137291/101866246/101867036/102127819/102126878/102121794/102120317/102140615/101926756,17
Human Diseases,Cancer: specific types,mcf05225,Hepatocellular carcinoma - Macaca fascicularis (crab-eating macaque),21/553,169/10949,0.1242603550295858,2.4602651486780016,4.4122744336751145,1.193211518312804e-4,8.140354136045129e-4,4.0471501790726686e-4,102135875/102134273/102115080/102115287/102141214/102116992/102135329/102137291/101866246/102145859/101867036/101925399/101866436/102133756/102116616/101925182/102118238/101865745/102146984/102116470/102129027,21
Human Diseases,Infectious disease: viral,mcf05166,Human T-cell leukemia virus 1 infection - Macaca fascicularis (crab-eating macaque),26/553,234/10949,0.1111111111111111,2.199919630299377,4.279182648954957,1.2915440155476424e-4,8.619652451589701e-4,4.2854435298491576e-4,102134477/102146405/102134273/101864991/101926461/102144414/102115287/102141214/102135329/102118376/102130114/102126339/102137291/101866246/102120762/102145859/102121336/102140649/101867458/101925077/102123367/101867036/101865059/101925182/102145235/102119572,26
Human Diseases,Substance dependence,mcf05033,Nicotine addiction - Macaca fascicularis (crab-eating macaque),9/553,40/10949,0.225,4.454837251356238,5.048495146451717,1.3416550119768728e-4,8.763576354827658e-4,4.3569983591634174e-4,102133810/102122335/102133968/102136509/101865995/102120997/102130972/101866597/101866879,9
Organismal Systems,Nervous system,mcf04725,Cholinergic synapse - Macaca fascicularis (crab-eating macaque),16/553,112/10949,0.14285714285714285,2.8284680960991992,4.485787395000382,1.511333884641499e-4,9.666239637186253e-4,4.805776606864416e-4,102135875/101925220/102146405/101926461/102125173/102141214/102116992/102130114/102137291/101866246/101866657/102123367/102126878/102115744/102140615/102123532,16
Organismal Systems,Development and regeneration,mcf04380,Osteoclast differentiation - Macaca fascicularis (crab-eating macaque),18/553,136/10949,0.1323529411764706,2.6204925007977877,4.385712946747478,1.6207562289514483e-4,0.001015453392424683,5.048542496196778e-4,102134477/102134273/101866179/102121325/102115287/102141214/102134473/102126339/102137291/101866246/102124214/102124562/101867458/102126878/102121794/101925182/102115744/101925060,18
Genetic Information Processing,"Folding, sorting and degradation",mcf04120,Ubiquitin mediated proteolysis - Macaca fascicularis (crab-eating macaque),20/553,161/10949,0.12422360248447205,2.459537474868869,4.302833528587767,1.7290179957258456e-4,0.0010264023387236304,5.10297751122669e-4,101864869/101865249/102141097/102138693/102140795/102136827/101925594/102135696/102140439/101865827/102126628/101926258/102126087/101867463/102118135/101926817/101867309/102136323/101926376/101925744,20
Organismal Systems,Endocrine system,mcf04925,Aldosterone synthesis and secretion - Macaca fascicularis (crab-eating macaque),15/553,102/10949,0.14705882352941177,2.911658334219764,4.47355071298745,1.7388463912382978e-4,0.0010264023387236304,5.10297751122669e-4,102135875/101925220/102146405/101865168/101926461/101866377/102116992/102130114/101866950/102124503/102123367/102140172/102115744/102140615/101926221,15
Organismal Systems,Nervous system,mcf04730,Long-term depression - Macaca fascicularis (crab-eating macaque),11/553,60/10949,0.18333333333333332,3.629867389993972,4.710991284864368,1.770873997622425e-4,0.0010264023387236304,5.10297751122669e-4,102135875/101925220/102133810/102141214/102127403/102116992/102127819/101865995/101866436/102115744/102140615,11
Human Diseases,Cancer: specific types,mcf05218,Melanoma - Macaca fascicularis (crab-eating macaque),12/553,70/10949,0.17142857142857143,3.394161715319039,4.634520825423241,1.771964949588026e-4,0.0010264023387236304,5.10297751122669e-4,102115080/102121325/102141214/102135329/102137291/101866246/102145859/101867036/101866436/102144714/102136323/102125183,12
Human Diseases,Substance dependence,mcf05031,Amphetamine addiction - Macaca fascicularis (crab-eating macaque),12/553,71/10949,0.16901408450704225,3.3463566207370805,4.5745195984831355,2.0364638073993658e-4,0.0011577673867992691,5.75608678504694e-4,102135875/102134477/102146405/102133810/101865168/101926461/101866377/102116992/102122335/102123367/101865995/101866879,12
Organismal Systems,Endocrine system,mcf04935,"Growth hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",17/553,127/10949,0.13385826771653545,2.6502968774472815,4.314266792804662,2.130956072783551e-4,0.0011894609351719094,5.913658001026123e-4,102135875/101925220/102146405/101926461/102141214/102116992/101925550/102130114/102126339/102137291/101866246/102123367/102133756/102116839/102115744/101925060/102140615,17
Organismal Systems,Nervous system,mcf04721,Synaptic vesicle cycle - Macaca fascicularis (crab-eating macaque),13/553,82/10949,0.15853658536585366,3.1389097164027695,4.483749803101633,2.1757223477467322e-4,0.0011927620727825836,5.930070308708199e-4,102117873/102135212/101865424/101866905/101926423/102134541/101866750/102127448/101866847/101926562/101866864/102115169/102130972,13
Cellular Processes,Transport and catabolism,mcf04144,Endocytosis - Macaca fascicularis (crab-eating macaque),27/553,257/10949,0.10505836575875487,2.080079650438711,4.041007857754546,2.447371520900648e-4,0.0013181457138885947,6.553441745717339e-4,102125500/101865406/102134273/101865249/102142497/102135212/102123195/102115287/102133098/102129885/101866335/101865454/102125880/102126087/101867463/101926283/101926562/101866864/102117163/102143086/102123591/102136323/101865024/102144715/101926553/102131294/102143982,27
Organismal Systems,Endocrine system,mcf04929,GnRH secretion - Macaca fascicularis (crab-eating macaque),11/553,63/10949,0.1746031746031746,3.457016561899021,4.510669614952441,2.773957633378676e-4,0.0014339947943906172,7.129410086975467e-4,102135875/101925220/102137879/101925799/102141214/102116992/102137291/101866246/102115744/102140615/102123532,11
Environmental Information Processing,Signal transduction,mcf04012,ErbB signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,84/10949,0.15476190476190477,3.0641737707741323,4.3799369371735475,2.7827756196572597e-4,0.0014339947943906172,7.129410086975467e-4,102141308/101866132/102135875/102141214/102116992/101925550/102126339/102137291/101866246/102145460/101866436/102133756/101865745,13
Human Diseases,Infectious disease: bacterial,mcf05135,Yersinia infection - Macaca fascicularis (crab-eating macaque),18/553,142/10949,0.1267605633802817,2.50976746555281,4.176365345719417,2.80259568936277e-4,0.0014339947943906172,7.129410086975467e-4,101925562/101865406/101864991/102137950/102142497/102141214/101925550/102133054/101865181/102126339/102137291/101866246/101867458/102117163/102133756/101925068/101925060/102131974,18
Organismal Systems,Endocrine system,mcf04911,Insulin secretion - Macaca fascicularis (crab-eating macaque),13/553,85/10949,0.15294117647058825,3.0281246675885547,4.3291841156629935,3.136972425007273e-4,0.0015772714575165165,7.841740488252868e-4,102135875/101925220/102146405/101926461/102115600/102116992/102130114/102134541/102124503/102123367/102132307/102135837/102140615,13
Organismal Systems,Excretory system,mcf04961,Endocrine and other factor-regulated calcium reabsorption - Macaca fascicularis (crab-eating macaque),10/553,54/10949,0.18518518518518517,3.6665327171656283,4.530300433880613,3.1853690672971997e-4,0.0015772714575165165,7.841740488252868e-4,102135875/101925220/101926461/102135212/102116992/101866950/102124503/101926562/101866864/102140615,10
Organismal Systems,Endocrine system,mcf04918,Thyroid hormone synthesis - Macaca fascicularis (crab-eating macaque),12/553,75/10949,0.16,3.1678842676311034,4.344790955009278,3.457336676926557e-4,0.0016847656505023063,8.376170729396004e-4,102135875/101925220/102146405/101926487/101926461/102116992/102130114/102124503/101925077/102123367/102115744/102140615,12
Cellular Processes,Cellular community - eukaryotes,mcf04540,Gap junction - Macaca fascicularis (crab-eating macaque),14/553,98/10949,0.14285714285714285,2.8284680960991992,4.19336211944739,3.856766456672389e-4,0.0018500426596850367,9.197880529893033e-4,102135875/101925220/101867500/101926461/102141214/102116992/101864894/102130114/102140934/102138136/102115744/102140615/102118759/102125183,14
Human Diseases,Infectious disease: viral,mcf05167,Kaposi sarcoma-associated herpesvirus infection - Macaca fascicularis (crab-eating macaque),24/553,224/10949,0.10714285714285714,2.1213510720743995,3.9107836059114582,4.002763197734612e-4,0.0018905358487761937,9.399201031117714e-4,102134477/101864869/102136293/101866179/101865168/102125173/101866377/102141214/102135329/102126339/102137291/101866246/101866657/102145859/101867458/102140241/102133756/102115729/102146984/101866092/102116470/102115744/101925060/102125183,24
Organismal Systems,Excretory system,mcf04960,Aldosterone-regulated sodium reabsorption - Macaca fascicularis (crab-eating macaque),8/553,37/10949,0.21621621621621623,4.280924685987978,4.6104335740958735,4.231866384941216e-4,0.0019684590608741717,9.786612851937421e-4,102135875/101866184/102116992/102137291/101866246/102124503/101867463/102118229,8
Organismal Systems,Aging,mcf04211,Longevity regulating pathway - Macaca fascicularis (crab-eating macaque),13/553,88/10949,0.14772727272727273,2.924893144829854,4.18128605166731,4.4388551121794936e-4,0.002001870251989921,9.95272369410384e-4,102146405/101865971/101926461/102130588/101925779/102130114/102137291/101866246/102128414/102123367/101867078/101865915/101866264,13
