ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
BP,GO:0006896,Golgi to vacuole transport,4/289,11/15876,0.36363636363636365,19.97609311104121,8.572502642989301,3.208775015427166e-5,0.0014989563286352619,0.001389664969087254,VTI1A/AP4M1/AP3D1/AP3S1,4
BP,GO:0030042,actin filament depolymerization,6/289,35/15876,0.17142857142857143,9.417301038062284,6.78797298919216,3.595786892646611e-5,0.0015677630851939222,0.0014534549123961038,ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,6
BP,GO:0031333,negative regulation of protein-containing complex assembly,6/289,35/15876,0.17142857142857143,9.417301038062284,6.78797298919216,3.595786892646611e-5,0.0015677630851939222,0.0014534549123961038,ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,6
BP,GO:1901880,negative regulation of protein depolymerization,6/289,36/15876,0.16666666666666666,9.155709342560554,6.670523556398439,4.249532044350943e-5,0.0017930283593583978,0.0016622957266866846,ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,6
BP,GO:0051128,regulation of cellular component organization,23/289,499/15876,0.04609218436873747,2.532039858263239,4.734880804007485,4.4630196509304324e-5,0.0018242592823178143,0.0016912495519315325,BRK1/GMFB/MTM1/TRIP13/MFF/RPTOR/ADD1/FXR1/NEDD4L/FLII/CAPZB/BAG5/MAPRE2/ANAPC5/GAK/TAOK3/GSN/HAX1/CAPZA1/TMOD3/CLSTN1/CTTN/WASHC5,23
BP,GO:0051494,negative regulation of cytoskeleton organization,7/289,53/15876,0.1320754716981132,7.255467780897042,6.211233170096537,4.6364698676842576e-5,0.0018377280566457602,0.0017037362958763206,GMFB/ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,7
BP,GO:0033043,regulation of organelle organization,17/289,308/15876,0.05519480519480519,3.0320855614973263,4.9037176662024144,5.171587750446272e-5,0.001989540228701095,0.0018444795939672153,BRK1/GMFB/MTM1/TRIP13/MFF/ADD1/FLII/CAPZB/MAPRE2/ANAPC5/TAOK3/GSN/HAX1/CAPZA1/TMOD3/CTTN/WASHC5,17
BP,GO:0030833,regulation of actin filament polymerization,8/289,74/15876,0.10810810810810811,5.938838492471711,5.798413410549626,5.8247028698876e-5,0.0021767746725179947,0.0020180624680031624,ADD1/FLII/CAPZB/GSN/HAX1/CAPZA1/TMOD3/CTTN,8
BP,GO:0051493,regulation of cytoskeleton organization,13/289,199/15876,0.06532663316582915,3.5886699935664486,5.003757675833003,7.431355326946904e-5,0.002642173585805227,0.0024495283847156134,BRK1/GMFB/ADD1/FLII/CAPZB/MAPRE2/TAOK3/GSN/HAX1/CAPZA1/TMOD3/CTTN/WASHC5,13
BP,GO:0031032,actomyosin structure organization,7/289,57/15876,0.12280701754385964,6.746312147149881,5.917818609364929,7.474038430794601e-5,0.002642173585805227,0.0024495283847156134,CDC42BPB/RHOA/FLII/CNN2/MYO18A/TMOD3/IQGAP2,7
BP,GO:0043242,negative regulation of protein-containing complex disassembly,6/289,40/15876,0.15,8.240138408304498,6.242788740083155,7.878261723895785e-5,0.002642247778168125,0.0024495971675918883,ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,6
BP,GO:1901879,regulation of protein depolymerization,6/289,40/15876,0.15,8.240138408304498,6.242788740083155,7.878261723895785e-5,0.002642247778168125,0.0024495971675918883,ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,6
BP,GO:0097435,supramolecular fiber organization,20/289,420/15876,0.047619047619047616,2.615916955017301,4.570036293964678,9.08183291876829e-5,0.002969759364437231,0.0027532293480055452,BRK1/GMFB/RHOA/ADD1/FLII/CAPZB/CNN2/ARPC2/PPP1R9B/HOOK3/ARHGEF2/GSN/HAX1/CAPZA1/TPM3/TUBGCP3/TMOD3/CTTN/IQGAP2/WASHC5,20
BP,GO:0022411,cellular component disassembly,10/289,126/15876,0.07936507936507936,4.359861591695502,5.155738732212768,1.027230888226029e-4,0.003277117077560112,0.00303817710715375,VCP/DNAJC6/ADD1/FLII/CAPZB/EPG5/GAK/GSN/CAPZA1/TMOD3,10
BP,GO:0044087,regulation of cellular component biogenesis,12/289,188/15876,0.06382978723404255,3.506441875874254,4.707358700456316,1.7414201706801013e-4,0.00542327996011803,0.00502785974091097,MTM1/ADD1/FXR1/FLII/CAPZB/BAG5/GSN/HAX1/CAPZA1/TMOD3/CLSTN1/CTTN,12
BP,GO:0032271,regulation of protein polymerization,8/289,88/15876,0.09090909090909091,4.994023277760302,5.1157921308203615,1.9946569182415882e-4,0.006067468021069762,0.005625078995873464,ADD1/FLII/CAPZB/GSN/HAX1/CAPZA1/TMOD3/CTTN,8
BP,GO:0032535,regulation of cellular component size,9/289,120/15876,0.075,4.120069204152249,4.671500337190364,3.4725262243852167e-4,0.0098975713885889,0.009175923257407383,BRK1/ADD1/FLII/CAPZB/GSN/HAX1/CAPZA1/TMOD3/CTTN,9
BP,GO:0016482,cytosolic transport,6/289,52/15876,0.11538461538461539,6.338568006388076,5.250405362164358,3.4807972773324877e-4,0.0098975713885889,0.009175923257407383,VTI1A/TRAPPC10/VPS26A/AP4M1/SLC66A2/VPS50,6
BP,GO:0043244,regulation of protein-containing complex disassembly,6/289,52/15876,0.11538461538461539,6.338568006388076,5.250405362164358,3.4807972773324877e-4,0.0098975713885889,0.009175923257407383,ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,6
BP,GO:0043254,regulation of protein-containing complex assembly,8/289,99/15876,0.08080808080808081,4.439131802453602,4.673892564847062,4.47322647645621e-4,0.012448894108946219,0.011541224861987802,ADD1/FLII/CAPZB/GSN/HAX1/CAPZA1/TMOD3/CTTN,8
BP,GO:0051129,negative regulation of cellular component organization,9/289,125/15876,0.072,3.9552664359861587,4.516708914818607,4.692812606535071e-4,0.012787914352808068,0.011855526584930704,GMFB/MTM1/TRIP13/ADD1/FLII/CAPZB/GSN/CAPZA1/TMOD3,9
BP,GO:0007041,lysosomal transport,5/289,39/15876,0.1282051282051282,7.042853340431194,5.144728014082522,6.695709598679159e-4,0.017873445214433348,0.016570263066978286,AP4M1/AP3D1/RAB38/SNAPIN/PLEKHF2,5
BP,GO:0006623,protein targeting to vacuole,4/289,24/15876,0.16666666666666666,9.155709342560554,5.444397795338927,8.572611561283023e-4,0.0219862272983494,0.020383175476982547,VPS8/AP3D1/TMEM50A/VPS13C,4
BP,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",4/289,24/15876,0.16666666666666666,9.155709342560554,5.444397795338927,8.572611561283023e-4,0.0219862272983494,0.020383175476982547,COPE/BNIP1/ERGIC3/USE1,4
BP,GO:0006418,tRNA aminoacylation for protein translation,5/289,42/15876,0.11904761904761904,6.539792387543253,4.894939570961361,9.462834866088013e-4,0.023802669240082924,0.02206717766342792,LRRC47/LARS1/TARS1/MARS1/NARS1,5
BP,GO:0008333,endosome to lysosome transport,4/289,25/15876,0.16,8.78948096885813,5.3073131417149435,0.0010060573729004192,0.02481305655711568,0.023003895987282526,AP3D1/RAB38/SNAPIN/PLEKHF2,4
BP,GO:0007264,small GTPase-mediated signal transduction,13/289,261/15876,0.04980842911877394,2.736188998926142,3.850975716916339,0.0010243922431836749,0.02481305655711568,0.023003895987282526,RAP2A/DOK1/RALGAPA2/RAP1GAP2/RHOA/CYTH2/DOCK8/RALB/GIT1/NCK2/ARHGEF2/RAP1GAP/RHOD,13
BP,GO:0070527,platelet aggregation,3/289,12/15876,0.25,13.73356401384083,6.008399053046813,0.001162680270980996,0.027269306484409502,0.025281056711765452,FGA/LYN/UBASH3B,3
BP,GO:0042147,"retrograde transport, endosome to Golgi",5/289,44/15876,0.11363636363636363,6.242529097200377,4.741588030082631,0.0011728547615614902,0.027269306484409502,0.025281056711765452,VTI1A/TRAPPC10/VPS26A/SLC66A2/VPS50,5
BP,GO:0016236,macroautophagy,7/289,89/15876,0.07865168539325842,4.320671824579137,4.277555733048814,0.00118834133762335,0.027269306484409502,0.025281056711765452,VTI1A/ATG7/MTM1/VCP/ATG12/EPG5/PIK3C3,7
BP,GO:0016050,vesicle organization,9/289,143/15876,0.06293706293706294,3.4574007307571324,4.019414095108185,0.0012322636216791718,0.027789669261316496,0.025763478986831324,VPS8/VTI1A/SEC23B/AP3D1/RAB38/SRGN/PLEKHF2/WASHC5/SEC31A,9
BP,GO:0043039,tRNA aminoacylation,5/289,45/15876,0.1111111111111111,6.103806228373703,4.668429241295791,0.001300097934879232,0.028822510149526026,0.026721013755234176,LRRC47/LARS1/TARS1/MARS1/NARS1,5
BP,GO:0043547,positive regulation of GTPase activity,8/289,117/15876,0.06837606837606838,3.7561884482299712,4.0743846963681785,0.001345823190262528,0.029085489087616306,0.026964818468480593,RALGAPA2/RAP1GAP2/TBC1D13/TBC1D15/RAP1GDS1/DOCK8/RAP1GAP/ARAP1,8
BP,GO:0071985,multivesicular body sorting pathway,4/289,27/15876,0.14814814814814814,8.13840830449827,5.054833502488954,0.0013564333595906686,0.029085489087616306,0.026964818468480593,PDCD6IP/VTA1/LEPROT/TMEM50A,4
BP,GO:0043038,amino acid activation,5/289,46/15876,0.10869565217391304,5.971114788626448,4.597447416420407,0.0014372496990170457,0.030321332359907995,0.02811055438484952,LRRC47/LARS1/TARS1/MARS1/NARS1,5
BP,GO:0045454,cell redox homeostasis,3/289,14/15876,0.21428571428571427,11.771626297577855,5.490233856943076,0.0018724933259280177,0.037874200719147336,0.03511273074879908,PRDX1/PRDX6/PRDX3,3
BP,GO:0006914,autophagy,9/289,152/15876,0.05921052631578947,3.2526862138044073,3.799841646017089,0.0018821277115784229,0.037874200719147336,0.03511273074879908,VTI1A/ATG7/MTM1/RPTOR/VCP/ATG12/EPG5/C9orf72/PIK3C3,9
BP,GO:0061919,process utilizing autophagic mechanism,9/289,152/15876,0.05921052631578947,3.2526862138044073,3.799841646017089,0.0018821277115784229,0.037874200719147336,0.03511273074879908,VTI1A/ATG7/MTM1/RPTOR/VCP/ATG12/EPG5/C9orf72/PIK3C3,9
BP,GO:0043087,regulation of GTPase activity,9/289,154/15876,0.05844155844155844,3.210443535703051,3.7532752132667584,0.002058306039344241,0.040791883325185865,0.03781768034010472,RALGAPA2/RAP1GAP2/TBC1D13/TBC1D15/RAP1GDS1/DOCK8/RAP1GAP/ARAP1/IQGAP2,9
BP,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,7/289,99/15876,0.0707070707070707,3.8842403271469013,3.919776907260835,0.00220199462671701,0.04292693073157037,0.039797057945251145,COPE/KDELR1/SEC23B/BCAP31/MIA3/ERGIC3/SEC31A,7
BP,GO:0090066,regulation of anatomical structure size,9/289,156/15876,0.057692307692307696,3.169284003194038,3.707464170731096,0.0022474001551300274,0.04292693073157037,0.039797057945251145,BRK1/ADD1/FLII/CAPZB/GSN/HAX1/CAPZA1/TMOD3/CTTN,9
BP,GO:0006605,protein targeting,8/289,127/15876,0.06299212598425197,3.460425578290603,3.790618893196618,0.002264494052353483,0.04292693073157037,0.039797057945251145,VPS8/UBL4A/MFF/AP4M1/AP3D1/TMEM50A/VPS13C/TIMM21,8
BP,GO:0035459,vesicle cargo loading,3/289,15/15876,0.2,10.986851211072665,5.269063678641173,0.002309292188887942,0.04315077404379183,0.04000458047517157,SEC23B/MIA3/SEC31A,3
BP,GO:0051345,positive regulation of hydrolase activity,8/289,129/15876,0.06201550387596899,3.406775569324857,3.7372836118195787,0.0024964537001180226,0.045991006193723566,0.04263772664990308,RALGAPA2/RAP1GAP2/TBC1D13/TBC1D15/RAP1GDS1/DOCK8/RAP1GAP/ARAP1,8
BP,GO:0051056,regulation of small GTPase mediated signal transduction,7/289,102/15876,0.06862745098039216,3.7699979645837582,3.8214936144552802,0.002608738253747985,0.04739207827642173,0.04393664427365028,RALGAPA2/RAP1GAP2/CYTH2/GIT1/NCK2/ARHGEF2/RAP1GAP,7
BP,GO:0007596,blood coagulation,5/289,53/15876,0.09433962264150944,5.182476986355031,4.152901221895261,0.002713710454317143,0.047966665868200316,0.04446933774357538,FGA/F13B/LYN/F13A1/UBASH3B,5
BP,GO:0007599,hemostasis,5/289,53/15876,0.09433962264150944,5.182476986355031,4.152901221895261,0.002713710454317143,0.047966665868200316,0.04446933774357538,FGA/F13B/LYN/F13A1/UBASH3B,5
BP,GO:0034109,homotypic cell-cell adhesion,3/289,16/15876,0.1875,10.300173010380623,5.067852290283477,0.002804202948996251,0.04890529943049462,0.045339533996402545,FGA/LYN/UBASH3B,3
BP,GO:0072594,establishment of protein localization to organelle,10/289,193/15876,0.05181347150259067,2.8463345106405864,3.5139776206043027,0.002873375333406685,0.049452301790736106,0.04584665351917592,VPS8/UBL4A/MFF/IPO4/KPNA4/AP3D1/NUP93/TMEM50A/VPS13C/TIMM21,10
CC,GO:0005768,endosome,25/281,298/15549,0.08389261744966443,4.642157682294777,8.612258678516195,1.8475298535554567e-10,5.043756500206397e-8,4.317385552519067e-8,VPS8/VTI1A/EPN3/TRAPPC10/STAMBP/VPS26A/DENND6B/PDCD6IP/VTA1/DENND10/SCAMP1/AP3D1/SNX27/LEPROT/RAB38/EEA1/SLC66A2/LDLR/C9orf72/PIK3C3/PLEKHF2/VPS33A/VPS50/WASHC5/RAB11FIP3,25
CC,GO:0015629,actin cytoskeleton,20/281,261/15549,0.07662835249042145,4.240193070724423,7.161684023856396,5.945297800168683e-8,8.115331497230253e-6,6.9466111138813036e-6,GMFB/CDC42BPB/ACTN3/FLII/CAPZB/BIN2/CNN2/ACTN1/ARPC2/MYO18A/PPP1R9B/GSN/HAX1/PDLIM5/CAPZA1/TPM3/SPTAN1/TMOD3/CTTN/DCTN2,20
CC,GO:0030117,membrane coat,9/281,67/15549,0.13432835820895522,7.432995166516173,7.158737621662267,3.09149607426209e-6,2.1099460706838766e-4,1.8060845486478529e-4,COPE/AP1B1/AP1S1/EPN3/AP4M1/SEC23B/AP3D1/AP3S1/SEC31A,9
CC,GO:0048475,coated membrane,9/281,67/15549,0.13432835820895522,7.432995166516173,7.158737621662267,3.09149607426209e-6,2.1099460706838766e-4,1.8060845486478529e-4,COPE/AP1B1/AP1S1/EPN3/AP4M1/SEC23B/AP3D1/AP3S1/SEC31A,9
CC,GO:0032153,cell division site,5/281,29/15549,0.1724137931034483,9.540434409129954,6.245000139599781,1.5478356645512708e-4,0.008327305297210832,0.007128057744286888,STAMBP/RHOA/SEPTIN7/TUBGCP3/RAB11FIP3,5
CC,GO:0030119,AP-type membrane coat adaptor complex,5/281,30/15549,0.16666666666666666,9.222419928825623,6.115440767063957,1.830176988397985e-4,0.008327305297210832,0.007128057744286888,AP1B1/AP1S1/AP4M1/AP3D1/AP3S1,5
CC,GO:0030864,cortical actin cytoskeleton,6/281,48/15549,0.125,6.916814946619217,5.569652471233472,2.1422389133379682e-4,0.008354731762018076,0.007151534417459082,GMFB/ACTN3/ACTN1/CAPZA1/SPTAN1/CTTN,6
CC,GO:0030662,coated vesicle membrane,6/281,55/15549,0.10909090909090909,6.036493044322226,5.0760648018190615,4.5536813240170667e-4,0.01509964531207318,0.012925086791132622,COPE/VTI1A/AP1S1/EPN3/SEC23B/SEC31A,6
CC,GO:0005938,cell cortex,9/281,127/15549,0.07086614173228346,3.921343906744753,4.484495033932367,4.994187598822087e-4,0.01509964531207318,0.012925086791132622,GMFB/ACTN3/ACTN1/SEPTIN7/FRYL/CAPZA1/SPTAN1/CTTN/IQGAP2,9
CC,GO:0030863,cortical cytoskeleton,6/281,57/15549,0.10526315789473684,5.824686270837235,4.950534736932388,5.531005608818015e-4,0.01509964531207318,0.012925086791132622,GMFB/ACTN3/ACTN1/CAPZA1/SPTAN1/CTTN,6
CC,GO:0030135,coated vesicle,8/281,105/15549,0.0761904761904762,4.215963396034571,4.485648102494003,6.318341925589926e-4,0.015680975869873177,0.01342269767924367,COPE/VTI1A/AP1S1/EPN3/SEC23B/HAX1/ERGIC3/SEC31A,8
CC,GO:0005832,chaperonin-containing T-complex,3/281,12/15549,0.25,13.833629893238435,6.033313618769298,0.0011383453515022982,0.025897356746677286,0.022167777897676336,CCT7/CCT4/CCT5,3
CC,GO:0030120,vesicle coat,5/281,47/15549,0.10638297872340426,5.886651018399334,4.551617283376098,0.001534132763276133,0.03221678802879879,0.027577123356056804,COPE/AP1S1/EPN3/SEC23B/SEC31A,5
CC,GO:0101031,protein folding chaperone complex,3/281,15/15549,0.2,11.066903914590748,5.291749200274362,0.0022616442472935725,0.04410206282222466,0.03775075360144159,CCT7/CCT4/CCT5,3
MF,GO:0051015,actin filament binding,18/275,184/15985,0.09782608695652174,5.6863636363636365,8.45908909678224,2.997147094871997e-9,1.0220271593513508e-6,8.675952116734727e-7,FLNA/ACTN3/ADD1/FLII/CAPZB/FHOD1/CNN2/ACTN1/ARPC2/MYO18A/PPP1R9B/TLN2/GSN/CAPZA1/TPM3/SPTAN1/CTTN/IQGAP2,18
MF,GO:0003779,actin binding,21/275,292/15985,0.07191780821917808,4.18038605230386,7.2567016562809,3.55928860516915e-8,6.068587071813401e-6,5.151601928534296e-6,GMFB/FLNA/ACTN3/ADD1/FLII/CAPZB/FHOD1/CNN2/ACTN1/ARPC2/MYO18A/PPP1R9B/NCK2/TLN2/GSN/PDLIM5/CAPZA1/TPM3/SPTAN1/CTTN/IQGAP2,21
MF,GO:0044877,protein-containing complex binding,27/275,484/15985,0.05578512396694215,3.2426371149511644,6.628615344520114,8.1040836839029e-8,9.21164178736963e-6,7.819729870432622e-6,BRK1/PSME4/DDX17/GMFB/FLNA/ACTN3/TAPBPL/ADD1/GNAQ/FLII/CAPZB/FHOD1/CNN2/ACTN1/ARPC2/MYO18A/PPP1R9B/LDLR/GAK/TLN2/GSN/CAPZA1/TPM3/SPTAN1/CTTN/IQGAP2/ITGA2B,27
MF,GO:0030695,GTPase regulator activity,18/275,331/15985,0.054380664652567974,3.1609997253501785,5.256262351416327,1.791408408015354e-5,0.0012217405342664716,0.0010371311835878367,RALGAPA2/RAP1GAP2/TBC1D13/DENND6B/RIN3/TBC1D15/GNAQ/CYTH2/DENND10/RAP1GDS1/DOCK8/GIT1/SEC23B/ARHGEF2/C9orf72/RAP1GAP/ARAP1/IQGAP2,18
MF,GO:0060589,nucleoside-triphosphatase regulator activity,18/275,331/15985,0.054380664652567974,3.1609997253501785,5.256262351416327,1.791408408015354e-5,0.0012217405342664716,0.0010371311835878367,RALGAPA2/RAP1GAP2/TBC1D13/DENND6B/RIN3/TBC1D15/GNAQ/CYTH2/DENND10/RAP1GDS1/DOCK8/GIT1/SEC23B/ARHGEF2/C9orf72/RAP1GAP/ARAP1/IQGAP2,18
MF,GO:0051082,unfolded protein binding,8/275,83/15985,0.0963855421686747,5.602628696604601,5.562116773015299,8.958332572249783e-5,0.005091319011895293,0.004322002556787176,DNAJB1/CCT7/DNAJA2/TRAP1/DNAJB4/CCT4/DNAJA3/CCT5,8
MF,GO:0005096,GTPase activator activity,10/275,146/15985,0.0684931506849315,3.9813200498132004,4.787867675637961,2.1884774772071652e-4,0.009639049503919403,0.0081825547571472,RALGAPA2/RAP1GAP2/TBC1D13/TBC1D15/GNAQ/GIT1/SEC23B/RAP1GAP/ARAP1/IQGAP2,10
