"cluster","expert_id_1","expert_id_2","label_1","label_2","cosine_similarity","involves_not_available","reporting_status"
7,"Expert #1","Expert #5","Electron transfer flavoprotein complex through oxidative phosphorylation","Redox Phosphorylation Module",0.80763925023124,FALSE,"Included in pooled summary"
7,"Expert #2","Expert #3","Electron transport chain in oxidative phosphorylation","Electron Transport Module",0.84904448957778,FALSE,"Included in pooled summary"
7,"Expert #2","Expert #4","Electron transport chain in oxidative phosphorylation","Adenosine triphosphate (ATP) synthesis",0.78257403577412,FALSE,"Included in pooled summary"
7,"Expert #2","Expert #5","Electron transport chain in oxidative phosphorylation","Redox Phosphorylation Module",0.835291037886962,FALSE,"Included in pooled summary"
7,"Expert #3","Expert #4","Electron Transport Module","Adenosine triphosphate (ATP) synthesis",0.652440115002541,FALSE,"Included in pooled summary"
7,"Expert #3","Expert #5","Electron Transport Module","Redox Phosphorylation Module",0.81617130562852,FALSE,"Included in pooled summary"
7,"Expert #4","Expert #5","Adenosine triphosphate (ATP) synthesis","Redox Phosphorylation Module",0.724791383434488,FALSE,"Included in pooled summary"
8,"Expert #1","Expert #2","Adaptive immune response and regulation concerning T and B cells","Module description: Adaptive immunity refers to a highly specific immune response that plays a critical role in eliminating pathogens. This system relies primarily on B and T lymphocytes, which express diverse antigen-specific receptors capable of recognizing unique molecular features of foreign invaders. During infection, dendritic cells (DCs) act as peripheral sentinels that capture and process pathogens into antigenic peptides. These antigens are then presented to T cells via major histocompatibility complex (MHC) molecules. Upon recognizing a cognate antigen and receiving costimulatory signals, such as CD28 engagement with B7.1/B7.2, T cells become activated, initiating a cascade of intracellular signaling events. These cascades involve protein tyrosine kinases, phosphatases, GTP-binding proteins, and adaptor proteins, which together orchestrate T-cell proliferation, cytokine secretion, and differentiation into effector cells. B cells, which mediate humoral immunity, recognize antigens through their B cell receptor (BCR), a complex composed of membrane-bound immunoglobulin molecules and the signaling subunits Ig-α and Ig-β. Following antigen binding, signaling is initiated through the activation of key protein tyrosine kinases, including the SRC-family kinase LYN, SYK, and the TEC-family kinase BTK. Downstream signaling molecules such as phosphatidylinositol 3-kinase (PI3K) and phospholipase C-γ2 (PLC-γ2) are activated, ultimately leading to the expression of immediate early genes. These transcriptional changes promote B cell proliferation, differentiation, antibody production, and further immune responses. Together, the TCR and BCR signaling pathways are central to the adaptive immune system, coordinating the cellular and humoral arms to achieve a robust and specific defense against pathogens.",0.799885739972116,FALSE,"Included in pooled summary"
8,"Expert #1","Expert #3","Adaptive immune response and regulation concerning T and B cells","Adaptive Immune Receptor Signaling Module",0.753889842793286,FALSE,"Included in pooled summary"
8,"Expert #1","Expert #4","Adaptive immune response and regulation concerning T and B cells","Lymphocyte activation and adaptive immune signaling",0.806297621285189,FALSE,"Included in pooled summary"
8,"Expert #1","Expert #5","Adaptive immune response and regulation concerning T and B cells","Adaptive Immune Response Module",0.790641978843887,FALSE,"Included in pooled summary"
8,"Expert #2","Expert #3","Module description: Adaptive immunity refers to a highly specific immune response that plays a critical role in eliminating pathogens. This system relies primarily on B and T lymphocytes, which express diverse antigen-specific receptors capable of recognizing unique molecular features of foreign invaders. During infection, dendritic cells (DCs) act as peripheral sentinels that capture and process pathogens into antigenic peptides. These antigens are then presented to T cells via major histocompatibility complex (MHC) molecules. Upon recognizing a cognate antigen and receiving costimulatory signals, such as CD28 engagement with B7.1/B7.2, T cells become activated, initiating a cascade of intracellular signaling events. These cascades involve protein tyrosine kinases, phosphatases, GTP-binding proteins, and adaptor proteins, which together orchestrate T-cell proliferation, cytokine secretion, and differentiation into effector cells. B cells, which mediate humoral immunity, recognize antigens through their B cell receptor (BCR), a complex composed of membrane-bound immunoglobulin molecules and the signaling subunits Ig-α and Ig-β. Following antigen binding, signaling is initiated through the activation of key protein tyrosine kinases, including the SRC-family kinase LYN, SYK, and the TEC-family kinase BTK. Downstream signaling molecules such as phosphatidylinositol 3-kinase (PI3K) and phospholipase C-γ2 (PLC-γ2) are activated, ultimately leading to the expression of immediate early genes. These transcriptional changes promote B cell proliferation, differentiation, antibody production, and further immune responses. Together, the TCR and BCR signaling pathways are central to the adaptive immune system, coordinating the cellular and humoral arms to achieve a robust and specific defense against pathogens.","Adaptive Immune Receptor Signaling Module",0.760901212736415,FALSE,"Included in pooled summary"
8,"Expert #2","Expert #4","Module description: Adaptive immunity refers to a highly specific immune response that plays a critical role in eliminating pathogens. This system relies primarily on B and T lymphocytes, which express diverse antigen-specific receptors capable of recognizing unique molecular features of foreign invaders. During infection, dendritic cells (DCs) act as peripheral sentinels that capture and process pathogens into antigenic peptides. These antigens are then presented to T cells via major histocompatibility complex (MHC) molecules. Upon recognizing a cognate antigen and receiving costimulatory signals, such as CD28 engagement with B7.1/B7.2, T cells become activated, initiating a cascade of intracellular signaling events. These cascades involve protein tyrosine kinases, phosphatases, GTP-binding proteins, and adaptor proteins, which together orchestrate T-cell proliferation, cytokine secretion, and differentiation into effector cells. B cells, which mediate humoral immunity, recognize antigens through their B cell receptor (BCR), a complex composed of membrane-bound immunoglobulin molecules and the signaling subunits Ig-α and Ig-β. Following antigen binding, signaling is initiated through the activation of key protein tyrosine kinases, including the SRC-family kinase LYN, SYK, and the TEC-family kinase BTK. Downstream signaling molecules such as phosphatidylinositol 3-kinase (PI3K) and phospholipase C-γ2 (PLC-γ2) are activated, ultimately leading to the expression of immediate early genes. These transcriptional changes promote B cell proliferation, differentiation, antibody production, and further immune responses. Together, the TCR and BCR signaling pathways are central to the adaptive immune system, coordinating the cellular and humoral arms to achieve a robust and specific defense against pathogens.","Lymphocyte activation and adaptive immune signaling",0.829030212551388,FALSE,"Included in pooled summary"
8,"Expert #2","Expert #5","Module description: Adaptive immunity refers to a highly specific immune response that plays a critical role in eliminating pathogens. This system relies primarily on B and T lymphocytes, which express diverse antigen-specific receptors capable of recognizing unique molecular features of foreign invaders. During infection, dendritic cells (DCs) act as peripheral sentinels that capture and process pathogens into antigenic peptides. These antigens are then presented to T cells via major histocompatibility complex (MHC) molecules. Upon recognizing a cognate antigen and receiving costimulatory signals, such as CD28 engagement with B7.1/B7.2, T cells become activated, initiating a cascade of intracellular signaling events. These cascades involve protein tyrosine kinases, phosphatases, GTP-binding proteins, and adaptor proteins, which together orchestrate T-cell proliferation, cytokine secretion, and differentiation into effector cells. B cells, which mediate humoral immunity, recognize antigens through their B cell receptor (BCR), a complex composed of membrane-bound immunoglobulin molecules and the signaling subunits Ig-α and Ig-β. Following antigen binding, signaling is initiated through the activation of key protein tyrosine kinases, including the SRC-family kinase LYN, SYK, and the TEC-family kinase BTK. Downstream signaling molecules such as phosphatidylinositol 3-kinase (PI3K) and phospholipase C-γ2 (PLC-γ2) are activated, ultimately leading to the expression of immediate early genes. These transcriptional changes promote B cell proliferation, differentiation, antibody production, and further immune responses. Together, the TCR and BCR signaling pathways are central to the adaptive immune system, coordinating the cellular and humoral arms to achieve a robust and specific defense against pathogens.","Adaptive Immune Response Module",0.826607148619791,FALSE,"Included in pooled summary"
8,"Expert #3","Expert #4","Adaptive Immune Receptor Signaling Module","Lymphocyte activation and adaptive immune signaling",0.787896153430365,FALSE,"Included in pooled summary"
8,"Expert #3","Expert #5","Adaptive Immune Receptor Signaling Module","Adaptive Immune Response Module",0.797601715245959,FALSE,"Included in pooled summary"
8,"Expert #4","Expert #5","Lymphocyte activation and adaptive immune signaling","Adaptive Immune Response Module",0.842916334246181,FALSE,"Included in pooled summary"
9,"Expert #1","Expert #2","Fatty acid biosynthetic process","Fatty acid biosynthesis and TCA cycle",0.865673030798307,FALSE,"Included in pooled summary"
9,"Expert #1","Expert #3","Fatty acid biosynthetic process","Fatty Acid Biosynthesis Module",0.854774555438773,FALSE,"Included in pooled summary"
9,"Expert #1","Expert #4","Fatty acid biosynthetic process","Lipid metabolism",0.760547227634475,FALSE,"Included in pooled summary"
9,"Expert #1","Expert #5","Fatty acid biosynthetic process","Fatty Acid Metabolism Module",0.837327739752621,FALSE,"Included in pooled summary"
9,"Expert #2","Expert #3","Fatty acid biosynthesis and TCA cycle","Fatty Acid Biosynthesis Module",0.859009982240948,FALSE,"Included in pooled summary"
9,"Expert #2","Expert #4","Fatty acid biosynthesis and TCA cycle","Lipid metabolism",0.784651740305419,FALSE,"Included in pooled summary"
9,"Expert #2","Expert #5","Fatty acid biosynthesis and TCA cycle","Fatty Acid Metabolism Module",0.888543937357797,FALSE,"Included in pooled summary"
9,"Expert #3","Expert #4","Fatty Acid Biosynthesis Module","Lipid metabolism",0.719546510541863,FALSE,"Included in pooled summary"
9,"Expert #3","Expert #5","Fatty Acid Biosynthesis Module","Fatty Acid Metabolism Module",0.840840393579913,FALSE,"Included in pooled summary"
9,"Expert #4","Expert #5","Lipid metabolism","Fatty Acid Metabolism Module",0.823416823791504,FALSE,"Included in pooled summary"
10,"Expert #1","Expert #2","MAPK-mediated apoptosis","MAPK/ERK-mediated cell proliferation and death",0.751229806841614,FALSE,"Included in pooled summary"
10,"Expert #1","Expert #3","MAPK-mediated apoptosis","MAPK-Mediated Apoptosis Signaling Module",0.86810495046794,FALSE,"Included in pooled summary"
10,"Expert #1","Expert #4","MAPK-mediated apoptosis","Cell Death, Proliferation and Differentiation",0.682779847483701,FALSE,"Included in pooled summary"
10,"Expert #1","Expert #5","MAPK-mediated apoptosis","Apoptosis and MAPK Signaling Pathway Module",0.854786922922101,FALSE,"Included in pooled summary"
10,"Expert #2","Expert #3","MAPK/ERK-mediated cell proliferation and death","MAPK-Mediated Apoptosis Signaling Module",0.853234622531519,FALSE,"Included in pooled summary"
10,"Expert #2","Expert #4","MAPK/ERK-mediated cell proliferation and death","Cell Death, Proliferation and Differentiation",0.772893528525007,FALSE,"Included in pooled summary"
10,"Expert #2","Expert #5","MAPK/ERK-mediated cell proliferation and death","Apoptosis and MAPK Signaling Pathway Module",0.792730329763903,FALSE,"Included in pooled summary"
10,"Expert #3","Expert #4","MAPK-Mediated Apoptosis Signaling Module","Cell Death, Proliferation and Differentiation",0.743934136812236,FALSE,"Included in pooled summary"
10,"Expert #3","Expert #5","MAPK-Mediated Apoptosis Signaling Module","Apoptosis and MAPK Signaling Pathway Module",0.882525903135241,FALSE,"Included in pooled summary"
10,"Expert #4","Expert #5","Cell Death, Proliferation and Differentiation","Apoptosis and MAPK Signaling Pathway Module",0.809583781446265,FALSE,"Included in pooled summary"
11,"Expert #1","Expert #2","Muscel cell differentiation","Putative negative regulation of muscle cell differentiation",0.771511345375146,FALSE,"Included in pooled summary"
11,"Expert #1","Expert #3","Muscel cell differentiation","Striated Muscle Differentiation Module",0.828903824676106,FALSE,"Included in pooled summary"
11,"Expert #1","Expert #4","Muscel cell differentiation","Myogenic Differentiation & Regulation",0.771772557524675,FALSE,"Included in pooled summary"
11,"Expert #1","Expert #5","Muscel cell differentiation","Regulation of Muscle Cell Differentiation Module",0.84594860222974,FALSE,"Included in pooled summary"
11,"Expert #2","Expert #3","Putative negative regulation of muscle cell differentiation","Striated Muscle Differentiation Module",0.781962370410507,FALSE,"Included in pooled summary"
11,"Expert #2","Expert #4","Putative negative regulation of muscle cell differentiation","Myogenic Differentiation & Regulation",0.749530262366871,FALSE,"Included in pooled summary"
11,"Expert #2","Expert #5","Putative negative regulation of muscle cell differentiation","Regulation of Muscle Cell Differentiation Module",0.838430778674467,FALSE,"Included in pooled summary"
11,"Expert #3","Expert #4","Striated Muscle Differentiation Module","Myogenic Differentiation & Regulation",0.825874948001915,FALSE,"Included in pooled summary"
11,"Expert #3","Expert #5","Striated Muscle Differentiation Module","Regulation of Muscle Cell Differentiation Module",0.891675767676982,FALSE,"Included in pooled summary"
11,"Expert #4","Expert #5","Myogenic Differentiation & Regulation","Regulation of Muscle Cell Differentiation Module",0.898536355311127,FALSE,"Included in pooled summary"
12,"Expert #1","Expert #2","Ubiquitination-mediated proteolysis","Proteasomal degradation via ubiquitination",0.800869937255799,FALSE,"Included in pooled summary"
12,"Expert #1","Expert #3","Ubiquitination-mediated proteolysis","Ubiquitin-Proteasome Degradation Module",0.795710979122162,FALSE,"Included in pooled summary"
12,"Expert #1","Expert #4","Ubiquitination-mediated proteolysis","Protein degradation by the Ubiquitin-Proteasome System",0.738504066643538,FALSE,"Included in pooled summary"
12,"Expert #1","Expert #5","Ubiquitination-mediated proteolysis","Ubiquitin-mediated Protein Degradation Module",0.782595978664194,FALSE,"Included in pooled summary"
12,"Expert #2","Expert #3","Proteasomal degradation via ubiquitination","Ubiquitin-Proteasome Degradation Module",0.845614434158022,FALSE,"Included in pooled summary"
12,"Expert #2","Expert #4","Proteasomal degradation via ubiquitination","Protein degradation by the Ubiquitin-Proteasome System",0.851958559979533,FALSE,"Included in pooled summary"
12,"Expert #2","Expert #5","Proteasomal degradation via ubiquitination","Ubiquitin-mediated Protein Degradation Module",0.863131341606732,FALSE,"Included in pooled summary"
12,"Expert #3","Expert #4","Ubiquitin-Proteasome Degradation Module","Protein degradation by the Ubiquitin-Proteasome System",0.826304594055796,FALSE,"Included in pooled summary"
12,"Expert #3","Expert #5","Ubiquitin-Proteasome Degradation Module","Ubiquitin-mediated Protein Degradation Module",0.864375883550166,FALSE,"Included in pooled summary"
12,"Expert #4","Expert #5","Protein degradation by the Ubiquitin-Proteasome System","Ubiquitin-mediated Protein Degradation Module",0.865036395163254,FALSE,"Included in pooled summary"
