ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
BP,GO:0016054,organic acid catabolic process,41/2213,124/15876,0.33064516129032256,2.3720391236534843,6.172825872296298,4.578740152168479e-8,8.661450121185373e-6,7.695496606627023e-6,SDS/AFMID/IDO2/EHHADH/HACL1/HPD/LPIN2/ACOX1/ABCD3/KMO/SHMT1/SARDH/GLS2/ALDH1L1/ARG1/PCK1/GOT2/GCDH/HAO2/PAH/ACAA1/HAL/ACAT1/TAT/SLC27A2/BCKDHA/GSTZ1/ABHD2/PRODH2/ABCD4/BLMH/ABHD3/ECHDC1/AUH/ACOX3/PHYH/TDO2/ETFB/ALDH4A1/ACAD11/GLUD1,41
BP,GO:0046395,carboxylic acid catabolic process,41/2213,124/15876,0.33064516129032256,2.3720391236534843,6.172825872296298,4.578740152168479e-8,8.661450121185373e-6,7.695496606627023e-6,SDS/AFMID/IDO2/EHHADH/HACL1/HPD/LPIN2/ACOX1/ABCD3/KMO/SHMT1/SARDH/GLS2/ALDH1L1/ARG1/PCK1/GOT2/GCDH/HAO2/PAH/ACAA1/HAL/ACAT1/TAT/SLC27A2/BCKDHA/GSTZ1/ABHD2/PRODH2/ABCD4/BLMH/ABHD3/ECHDC1/AUH/ACOX3/PHYH/TDO2/ETFB/ALDH4A1/ACAD11/GLUD1,41
BP,GO:1902531,regulation of intracellular signal transduction,102/2213,437/15876,0.2334096109839817,1.6744740099329838,5.754013731431155,5.8653545134345806e-8,1.0241811342689614e-5,9.09961072691551e-6,ITSN1/SH3RF3/AKAP13/NDRG4/TRAF2/DENND3/STYXL1/PSD3/INSIG1/ERBB2/DDIT4/DUSP1/FRMD1/DUSP16/RAP1GAP2/ARHGAP18/PEBP1/STARD13/SESN2/HERPUD1/SPRED2/DEPDC5/MGRN1/AKAP12/ARHGEF28/PDE10A/INSR/SIPA1L1/RALGAPA2/CHN2/BID/PTEN/NEK6/TSC2/DAPK1/ARRB1/EPS8/CYTH1/TEK/DHRS3/TNIP1/DOK6/PPM1B/DEPTOR/NLRX1/PDE2A/RALGAPA1/RASSF2/SLA/RALGAPB/BCL2L1/IQSEC1/SAFB2/DDR2/EPS8L2/SEMA7A/SH3RF1/WWC2/STK3/FGFR4/PTPN2/CARD11/GRB2/DENND4C/NET1/FGFR3/MALT1/RASA3/INPP5K/RAP1GAP/CD44/SIPA1L3/SEC14L1/BCL2/BANK1/NF2/PDGFC/WTIP/ARHGAP24/MCF2L/ARFGEF2/SASH1/SIPA1L2/DOK3/DENND4A/SEH1L/IRAK3/IGF1R/RASA2/SESN1/SPRED1/MTDH/FLT4/ANKRD6/LIMD1/GARNL3/DOK2/WDFY1/PPM1L/PPM1A/LURAP1L/GRAP,102
BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,64/2213,243/15876,0.26337448559670784,1.8894411809007383,5.623073314392253,2.0762341195916522e-7,3.3664653224807506e-5,2.9910259948403054e-5,EGFR/COL4A4/NRP1/ERBB3/ERBB2/IGFBP2/ERRFI1/FOXO1/ANKS1A/MVB12B/IGFBP1/MAPKAPK2/FGFR1/MERTK/CBLB/INSR/GRB14/PIK3R1/TYK2/IRS2/ERBB4/BLNK/GAREM1/TSC2/VEGFC/TEK/DOK6/NEDD9/ANKS1B/IGFBP5/GSK3B/LYN/DDR2/NRP2/UBASH3B/BCAR1/EPHB4/FGFR4/GRB10/FGR/FYN/COL4A2/FGFR3/EPHA2/PDGFRA/INPP5K/STXBP4/PTPN12/FLT1/TMEM204/RYK/FGFR2/PDGFC/DOK3/NRG1/IGF1R/EFNA1/TNK2/FLT4/JAK1/IGFBP6/DOK2/ANGPTL1/VEGFA,64
BP,GO:0007264,small GTPase-mediated signal transduction,67/2213,261/15876,0.2567049808429119,1.8415943406516353,5.517300081746445,3.0571250524969704e-7,4.626449246112082e-5,4.110492351287155e-5,ITSN1/AKAP13/RAPGEF1/DENND3/PSD3/RHOD/RAP1GAP2/ARHGAP18/STARD13/RND3/DOCK8/ARHGEF28/SIPA1L1/RALGAPA2/CHN2/ARHGEF12/TSC2/RAPGEF5/RAP1B/EPS8/CYTH1/RRAS2/DOK6/RAPGEF2/ARHGAP31/RALGAPA1/RASGRP2/RALGAPB/IQSEC1/HRAS/EPS8L2/GNA13/RAPGEF6/RASGEF1B/CTNNAL1/DOCK4/SH2D3C/DENND4C/NET1/RASGRP3/RASA3/RAP1GAP/DOCK9/SIPA1L3/KRAS/ARHGAP24/GNA12/RAP1A/MCF2L/BRAP/ARFGEF2/RALGPS2/SIPA1L2/DOK3/MYO9B/BCAR3/DENND4A/RALGDS/RASA2/DOCK5/CHM/RASSF1/GARNL3/RAC1/RAB30/DOK2/RAPGEF4,67
BP,GO:0051336,regulation of hydrolase activity,60/2213,228/15876,0.2631578947368421,1.8878873641401288,5.434635482881903,5.082969700186508e-7,7.211463262139609e-5,6.407217069445626e-5,APOA5/RAPGEF1/AGAP1/APOC3/TIMP3/RAP1GAP2/AGAP3/ARHGEF26/AGT/ASAP1/SEMA4D/PREX2/DOCK8/CTSL/TBC1D22A/SIPA1L1/RALGAPA2/CHN2/RASAL2/ABR/BCR/TSC2/RAPGEF5/TBC1D15/RALGAPA1/ASAP2/RASGRP2/RALGAPB/ARAP2/RASA1/GNA13/RASGEF1B/IQGAP2/MYO9A/RAP1GDS1/TBC1D5/RASGRP3/TBC1D16/RASA3/RAP1GAP/DOCK9/SIPA1L3/NF1/ALS2/RANGAP1/ADAP1/ARHGAP24/FGD6/RGS9/RALGPS2/SIPA1L2/ARHGAP29/RALGDS/RASA2/SERPINF2/GARNL3/VAV2/RGS7/URI1/RAPGEF4,60
BP,GO:0030036,actin cytoskeleton organization,86/2213,371/15876,0.23180592991913745,1.662969246902949,5.2001873752459264,8.652120571961144e-7,1.1553125704912821e-4,1.0264682981967525e-4,VIL1/SSH2/CDC42BPB/BAIAP2/SPTBN2/MYH10/NOSTRIN/BAIAP2L1/MTSS1/COBL/SGIP1/WDR1/ARHGEF10L/MYO1B/ESPNL/ARHGAP18/DIAPH1/STARD13/CORO1C/PARVB/MYO1D/SHROOM1/FER/DAAM2/MYO18A/HIP1/ACTN4/SYNPO/RHPN2/CDC42BPA/MYO1E/CAPZB/PLS3/PACSIN2/SHROOM2/SHROOM3/HIP1R/LLGL2/EVL/WASL/PDLIM5/FMNL2/PALLD/MYO3A/PDLIM2/PHACTR4/MYO1C/CALD1/FLNB/LMOD1/IQSEC1/ELMO1/SPTBN1/TPM1/ACTR2/EPB41/KANK3/SPECC1L/IQGAP2/FCHSD2/CARMIL1/MYO5A/FHOD1/PGM5/PHACTR2/WASF3/SETD3/SPTBN4/AMOTL2/LIMK2/ACTN1/GAS2L1/DIAPH2/MYO6/ARHGEF10/FAM171A1/EPB41L2/CYFIP1/COTL1/EEF2K/DAAM1/FMN1/RAC1/ACTR3/EHBP1/CFL2,86
BP,GO:0030029,actin filament-based process,87/2213,384/15876,0.2265625,1.6253530275643921,4.992426325214345,2.049942534501555e-6,2.585205307399183e-4,2.2968946760847835e-4,VIL1/SSH2/CDC42BPB/BAIAP2/SPTBN2/MYH10/NOSTRIN/BAIAP2L1/MTSS1/COBL/SGIP1/WDR1/ARHGEF10L/MYO1B/ESPNL/ARHGAP18/DIAPH1/STARD13/CORO1C/PARVB/MYO1D/SHROOM1/FER/DAAM2/MYO18A/HIP1/ACTN4/SYNPO/RHPN2/CDC42BPA/MYO1E/CAPZB/PLS3/PACSIN2/SHROOM2/SHROOM3/HIP1R/LLGL2/EVL/WASL/PDLIM5/FMNL2/PALLD/MYO3A/PDLIM2/PHACTR4/MYO1C/CALD1/FLNB/LMOD1/IQSEC1/ELMO1/SPTBN1/TPM1/ACTR2/EPB41/KANK3/SPECC1L/IQGAP2/FCHSD2/CARMIL1/MYO5A/FHOD1/PGM5/PHACTR2/WASF3/SETD3/SPTBN4/AMOTL2/LIMK2/ACTN1/MYO9B/GAS2L1/DIAPH2/MYO6/ARHGEF10/FAM171A1/EPB41L2/CYFIP1/COTL1/EEF2K/DAAM1/FMN1/RAC1/ACTR3/EHBP1/CFL2,87
BP,GO:0006631,fatty acid metabolic process,50/2213,189/15876,0.26455026455026454,1.8978761861726163,4.997490149671227,3.742187654013871e-6,4.4709294603218353e-4,3.972316645479544e-4,CYP2A24/CPT1A/EHHADH/ACACB/HACL1/ACSL1/CYP2A26/LPIN2/ACOX1/APOA5/ABCD3/EPHX1/ACSL3/ACSM3/CYP2B6/PCK1/ACSM1/GCDH/ACSF2/HAO2/CRYL1/MLYCD/ACAA1/LPL/ACAT1/SLC27A2/MECR/ACSF3/ABHD2/ABCD4/ABHD3/ELOVL5/ECHDC1/HPGD/AUH/ACOX3/PHYH/CYP4F12/PPARG/HSD17B5/ACSL4/ETFB/GPAM/HACD1/DBI/NAAA/ACSM5/TNFRSF1A/ACAD11/CYP2A23,50
BP,GO:0048585,negative regulation of response to stimulus,76/2213,331/15876,0.229607250755287,1.6471959841802695,4.788825226949435,5.345368623819142e-6,6.066993388034726e-4,5.390382254335513e-4,LDLRAD4/SKI/INSIG1/TLE1/DDIT4/RORA/DUSP1/ERRFI1/DKK2/DUSP16/PEBP1/SEMA4G/SESN2/HERPUD1/PROC/SPRED2/SEMA4D/DEPDC5/MGRN1/PTCH1/CBLB/TLE6/SERPINE1/PDE10A/GRB14/FRMD8/TSC2/ARRB1/TNIP1/CD55/PPM1B/DEPTOR/NLRX1/PDE2A/GSK3B/MCC/BCL2L1/SEMA7A/USHBP1/SEMA3D/SMURF1/AXIN1/UBASH3B/GRB10/PTPN2/PPARG/RASA3/INPP5K/DAB2/SEC14L1/BCL2/NKD2/OTULIN/BANK1/SEMA3F/WTIP/ARHGAP24/PMEPA1/TRABD2B/C4BPA/SEMA4B/IRAK3/RASA2/GRK3/SERPINF2/NXN/SESN1/SPRED1/TNK2/TMEM131L/ANKRD6/SPART/LIMD1/PPM1L/SKIL/PPM1A,76
BP,GO:0009062,fatty acid catabolic process,20/2213,52/15876,0.38461538461538464,2.7592199937432653,5.113735094851743,1.002310020990262e-5,0.0010530057263835827,9.355710511249454e-4,EHHADH/HACL1/LPIN2/ACOX1/ABCD3/PCK1/GCDH/HAO2/ACAA1/ACAT1/SLC27A2/ABHD2/ABCD4/ABHD3/ECHDC1/AUH/ACOX3/PHYH/ETFB/ACAD11,20
BP,GO:0018105,peptidyl-serine phosphorylation,30/2213,96/15876,0.3125,2.241866244916403,4.91169600491085,1.0205341841603004e-5,0.0010530057263835827,9.355710511249454e-4,ULK1/CSNK1D/MKNK2/MAST4/MAPKAPK2/CAMK1D/PDPK1/CSNK1G2/HIPK2/NEK6/CSNK1G1/MAST2/PRKX/MYO3A/PKN1/NEK7/TLK2/PRKCE/SH2D3C/VRK2/LATS1/INPP5K/CSNK1G3/BCAR3/HIPK1/CSNK1E/VRK1/SRPK2/TLK1/HIPK3,30
BP,GO:0170033,L-amino acid metabolic process,33/2213,111/15876,0.2972972972972973,2.1328024816502,4.819957772251758,1.229472985658414e-5,0.0011939202545477418,0.0010607703258583231,SDS/AFMID/IDO2/GOT1/HPD/KMO/SHMT1/GLS2/GLUL/AASS/ARG1/MTHFR/ASS1/GOT2/GNMT/P4HA1/ODC1/AGMAT/PAH/HAL/TAT/CPS1/GSTZ1/CAD/PRODH2/CBS/EGLN1/DGLUCY/NIT2/TDO2/BHMT2/ALDH4A1/GLUD1,33
BP,GO:0009968,negative regulation of signal transduction,62/2213,261/15876,0.23754789272030652,1.7041619271701702,4.616324600437014,1.2622945422531192e-5,0.0011939202545477418,0.0010607703258583231,LDLRAD4/SKI/INSIG1/TLE1/DDIT4/DUSP1/ERRFI1/DKK2/DUSP16/PEBP1/SESN2/HERPUD1/SPRED2/DEPDC5/MGRN1/PTCH1/CBLB/TLE6/PDE10A/GRB14/FRMD8/TSC2/ARRB1/TNIP1/PPM1B/DEPTOR/NLRX1/PDE2A/GSK3B/MCC/BCL2L1/USHBP1/SMURF1/AXIN1/UBASH3B/GRB10/PTPN2/RASA3/INPP5K/DAB2/SEC14L1/BCL2/NKD2/BANK1/WTIP/ARHGAP24/PMEPA1/TRABD2B/IRAK3/RASA2/GRK3/NXN/SESN1/SPRED1/TNK2/TMEM131L/ANKRD6/SPART/LIMD1/PPM1L/SKIL/PPM1A,62
BP,GO:0018209,peptidyl-serine modification,30/2213,98/15876,0.30612244897959184,2.1961138725711704,4.780068597876353,1.6048430330789082e-5,0.0014571974740356485,0.0012946860005807108,ULK1/CSNK1D/MKNK2/MAST4/MAPKAPK2/CAMK1D/PDPK1/CSNK1G2/HIPK2/NEK6/CSNK1G1/MAST2/PRKX/MYO3A/PKN1/NEK7/TLK2/PRKCE/SH2D3C/VRK2/LATS1/INPP5K/CSNK1G3/BCAR3/HIPK1/CSNK1E/VRK1/SRPK2/TLK1/HIPK3,30
BP,GO:0030258,lipid modification,32/2213,108/15876,0.2962962962962963,2.1256213285133305,4.7237882928194965,1.786095199698845e-5,0.0015593985012755302,0.0013854892318311692,EHHADH/HACL1/ACOX1/ABCD3/GCDH/HAO2/ACAA1/SYNJ2/ACAT1/MTMR4/PLPPR5/PTEN/PLPP3/ABCD4/DGKG/ECHDC1/PLPP1/EPHX2/MTMR12/INPP5A/AUH/ACOX3/PHYH/DGKZ/ABO/INPP5K/PLPP4/ETFB/DGKH/PLPP5/DGKD/ACAD11,32
BP,GO:0000165,MAPK cascade,41/2213,153/15876,0.2679738562091503,1.922436936817203,4.614123695469343,1.9440394899314228e-5,0.0016147803502927357,0.0014346947141947054,SH3RF3/MAP2K3/NDRG4/TRAF2/ERBB2/DUSP1/DUSP16/PEBP1/SPRED2/INSR/ARRB1/TEK/TNIP1/DOK6/RASSF2/SLA/MAPK10/MAPK14/SEMA7A/MAP2K5/SH3RF1/MAP3K4/STK3/FGFR4/PTPN2/GRB2/FGFR3/CD44/MAP3K6/PDGFC/SASH1/DOK3/MAP3K5/IRAK3/IGF1R/SPRED1/FLT4/ANKRD6/DOK2/GRAP/MAP2K4,41
BP,GO:1901605,alpha-amino acid metabolic process,38/2213,138/15876,0.2753623188405797,1.975441560737932,4.631701559666832,1.9917995510218767e-5,0.0016147803502927357,0.0014346947141947054,SDS/AFMID/IDO2/GOT1/HPD/KMO/SHMT1/SARDH/AGXT/GLS2/GLUL/AASS/ARG1/MTHFR/ASS1/ASL/GOT2/GNMT/P4HA1/ODC1/AGMAT/PAH/HAL/TAT/CPS1/GSTZ1/CAD/PRODH2/SEPHS1/BLMH/CBS/EGLN1/DGLUCY/NIT2/TDO2/BHMT2/ALDH4A1/GLUD1,38
BP,GO:1902532,negative regulation of intracellular signal transduction,33/2213,114/15876,0.2894736842105263,2.076676100554142,4.6430822472578575,2.2651551774515903e-5,0.0017184685744208964,0.0015268192852262636,INSIG1/DDIT4/DUSP1/DUSP16/PEBP1/SESN2/HERPUD1/SPRED2/DEPDC5/MGRN1/PDE10A/TSC2/TNIP1/PPM1B/DEPTOR/NLRX1/PDE2A/BCL2L1/PTPN2/RASA3/INPP5K/SEC14L1/BCL2/BANK1/WTIP/ARHGAP24/IRAK3/RASA2/SESN1/SPRED1/LIMD1/PPM1L/PPM1A,33
BP,GO:0051254,positive regulation of RNA metabolic process,83/2213,384/15876,0.21614583333333334,1.5506241527338454,4.3958378615577045,2.2711038428469994e-5,0.0017184685744208964,0.0015268192852262636,MLXIP/LPIN2/TNRC6C/SREBF2/HNF1A/PPARGC1A/JUP/TP53INP2/NR1D1/MEF2D/PPARGC1B/NCOA2/ARID1B/ELL/HIPK2/HNRNPU/SMARCC1/ZNF407/NR1D2/MEF2A/ATAD2/SAMD4A/GATA5/SMARCA2/WWOX/CTNNB1/KAT6B/PARN/TNRC6B/ZC3HAV1/NCOA1/GATA6/NCOA3/GATA4/HMBOX1/MEIS2/DCAF6/PLAC8/DCP1B/YAF2/ZNF462/TFCP2/MLLT3/ASXL1/SSBP3/KMT2C/PAXBP1/PPARG/CCNT1/TAF3/REL/PAN3/HEATR1/MEF2C/TNRC6A/KAT2B/ZFPM2/THRAP3/MAML3/MYSM1/MAML2/WWTR1/TRIP4/SMAD3/CNOT1/TRA2B/CIRBP/CNOT6L/YAP1/DHX9/KMT2B/PSMC6/KAT2A/NUP85/DCP1A/BCL11B/ARID1A/CRTC3/CDK12/ICE2/RC3H1/POGZ/CNOT2,83
